    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
  250   234997   199382   161016   122700   76.80%   65.16%   52.63%   40.10%
  249   237201   202323   165092   127100   77.53%   66.13%   53.96%   41.54%
  248   239170   204908   168709   130584   78.17%   66.97%   55.14%   42.68%
  247   240380   206442   170422   132211   78.56%   67.47%   55.70%   43.21%
  246   241808   208174   172326   134249   79.03%   68.04%   56.32%   43.88%
  245   242786   209374   173669   135708   79.35%   68.43%   56.76%   44.35%
  244   243579   210181   174555   136649   79.61%   68.69%   57.05%   44.66%
  243   244560   211390   175782   137994   79.93%   69.09%   57.45%   45.10%
  242   245488   212663   177176   139633   80.23%   69.51%   57.91%   45.64%
  241   246994   214735   179454   141763   80.73%   70.18%   58.65%   46.33%
  240   249087   218252   185121   146916   81.41%   71.33%   60.50%   48.02%
  239   250255   219777   187023   148760   81.79%   71.83%   61.13%   48.62%
  238   251918   222169   190253   152126   82.34%   72.61%   62.18%   49.72%
  237   252885   223393   191683   153585   82.65%   73.01%   62.65%   50.20%
  236   253595   224351   192830   154989   82.88%   73.33%   63.02%   50.66%
  235   255072   226479   195481   157600   83.37%   74.02%   63.89%   51.51%
  234   255745   227363   196466   158572   83.59%   74.31%   64.21%   51.83%
  233   256485   228307   197555   159741   83.83%   74.62%   64.57%   52.21%
  232   257333   229462   198892   161111   84.11%   75.00%   65.00%   52.66%
  231   258148   230598   200172   162551   84.37%   75.37%   65.42%   53.13%
  230   259850   233060   203225   165332   84.93%   76.17%   66.42%   54.04%
  229   260723   234396   205060   167267   85.21%   76.61%   67.02%   54.67%
  228   261464   235452   206416   168826   85.46%   76.95%   67.46%   55.18%
  227   262440   236838   208123   170452   85.77%   77.41%   68.02%   55.71%
  226   263291   238073   209577   172063   86.05%   77.81%   68.50%   56.24%
  225   263928   238961   210604   172923   86.26%   78.10%   68.83%   56.52%
  224   264808   240329   212175   174392   86.55%   78.55%   69.35%   57.00%
  223   265748   241720   213921   176158   86.86%   79.00%   69.92%   57.57%
  222   266326   242565   214987   177220   87.04%   79.28%   70.26%   57.92%
  221   266899   243418   215976   178232   87.23%   79.56%   70.59%   58.25%
  220   267478   244225   216978   179363   87.42%   79.82%   70.92%   58.62%
  219   268158   245213   218326   180881   87.64%   80.14%   71.36%   59.12%
  218   268773   246141   219563   182248   87.84%   80.45%   71.76%   59.56%
  217   269422   247194   220873   183494   88.06%   80.79%   72.19%   59.97%
  216   269965   247911   221784   184335   88.23%   81.03%   72.49%   60.25%
  215   270496   248688   222750   185340   88.41%   81.28%   72.80%   60.58%
  214   270964   249306   223498   186040   88.56%   81.48%   73.05%   60.80%
  213   271434   250204   224497   187006   88.71%   81.78%   73.37%   61.12%
  212   271856   250794   225250   187824   88.85%   81.97%   73.62%   61.39%
  211   272414   251749   226736   190054   89.03%   82.28%   74.10%   62.12%
  210   272902   252478   227781   191636   89.19%   82.52%   74.45%   62.63%
  209   273353   253076   228586   192384   89.34%   82.71%   74.71%   62.88%
  208   274008   254163   230131   194023   89.56%   83.07%   75.21%   63.41%
  207   274667   255179   231562   195220   89.77%   83.40%   75.68%   63.80%
  206   275330   256169   232832   196535   89.99%   83.72%   76.10%   64.23%
  205   275824   256790   233659   197226   90.15%   83.93%   76.37%   64.46%
  204   276308   257415   234551   198053   90.31%   84.13%   76.66%   64.73%
  203   276789   258100   235403   199088   90.46%   84.36%   76.94%   65.07%
  202   277176   258613   236074   199771   90.59%   84.52%   77.16%   65.29%
  201   277681   259326   236953   200796   90.76%   84.76%   77.44%   65.63%
  200   278106   259981   237820   201507   90.89%   84.97%   77.73%   65.86%
  199   278561   260690   238685   202264   91.04%   85.20%   78.01%   66.11%
  198   279040   261434   239709   203328   91.20%   85.45%   78.34%   66.45%
  197   279610   262368   241102   204686   91.39%   85.75%   78.80%   66.90%
  196   280186   263257   242458   206031   91.57%   86.04%   79.24%   67.34%
  195   280646   263987   243515   206943   91.72%   86.28%   79.59%   67.64%
  194   280989   264542   244317   207553   91.84%   86.46%   79.85%   67.84%
  193   281475   265223   245243   208370   92.00%   86.68%   80.15%   68.10%
  192   281819   265748   245914   208988   92.11%   86.86%   80.37%   68.30%
  191   282137   266245   246536   209662   92.21%   87.02%   80.58%   68.52%
  190   282453   266728   247192   210450   92.32%   87.18%   80.79%   68.78%
  189   282913   267475   248189   211755   92.47%   87.42%   81.12%   69.21%
  188   283292   268073   249055   212894   92.59%   87.62%   81.40%   69.58%
  187   283701   268704   249965   214315   92.72%   87.82%   81.70%   70.05%
  186   284110   269249   250732   215109   92.86%   88.00%   81.95%   70.30%
  185   284492   269778   251440   216046   92.98%   88.17%   82.18%   70.61%
  184   284807   270200   251935   216588   93.08%   88.31%   82.34%   70.79%
  183   285129   270585   252437   217052   93.19%   88.44%   82.50%   70.94%
  182   285441   270966   253037   217607   93.29%   88.56%   82.70%   71.12%
  181   285746   271381   253589   218238   93.39%   88.70%   82.88%   71.33%
  180   286040   271823   254151   218967   93.49%   88.84%   83.07%   71.57%
  179   286388   272411   254987   220025   93.60%   89.03%   83.34%   71.91%
  178   286687   272855   255562   220606   93.70%   89.18%   83.53%   72.10%
  177   287035   273509   256548   221973   93.81%   89.39%   83.85%   72.55%
  176   287300   273902   257027   222564   93.90%   89.52%   84.01%   72.74%
  175   287530   274228   257454   222981   93.97%   89.63%   84.14%   72.88%
  174   287746   274551   257838   223400   94.05%   89.73%   84.27%   73.01%
  173   287973   274982   258479   224237   94.12%   89.87%   84.48%   73.29%
  172   288235   275467   259188   224848   94.20%   90.03%   84.71%   73.49%
  171   288539   275955   259879   225510   94.30%   90.19%   84.94%   73.70%
  170   288811   276343   260440   226105   94.39%   90.32%   85.12%   73.90%
  169   289085   276728   261040   226926   94.48%   90.44%   85.32%   74.17%
  168   289347   277100   261567   227759   94.57%   90.57%   85.49%   74.44%
  167   289653   277479   262160   228682   94.67%   90.69%   85.68%   74.74%
  166   289898   277849   262654   229539   94.75%   90.81%   85.84%   75.02%
  165   290113   278126   263046   230000   94.82%   90.90%   85.97%   75.17%
  164   290370   278431   263545   230685   94.90%   91.00%   86.14%   75.40%
  163   290601   278767   263958   231075   94.98%   91.11%   86.27%   75.52%
  162   290874   279054   264375   231642   95.07%   91.20%   86.41%   75.71%
  161   291134   279380   264804   232197   95.15%   91.31%   86.55%   75.89%
  160   291344   279653   265122   232583   95.22%   91.40%   86.65%   76.02%
  159   291612   280083   265764   233417   95.31%   91.54%   86.86%   76.29%
  158   291819   280438   266301   234103   95.38%   91.66%   87.04%   76.51%
  157   292066   280829   266791   234707   95.46%   91.78%   87.20%   76.71%
  156   292316   281174   267291   235873   95.54%   91.90%   87.36%   77.09%
  155   292604   281641   267905   237774   95.63%   92.05%   87.56%   77.71%
  154   292817   281921   268267   238156   95.70%   92.14%   87.68%   77.84%
  153   293033   282252   268707   238736   95.77%   92.25%   87.82%   78.03%
  152   293247   282526   269079   239436   95.84%   92.34%   87.94%   78.26%
  151   293469   282797   269469   239865   95.92%   92.43%   88.07%   78.40%
  150   293585   283043   269869   240585   95.95%   92.51%   88.20%   78.63%
  149   293826   283334   270264   240985   96.03%   92.60%   88.33%   78.76%
  148   294054   283670   270732   241809   96.11%   92.71%   88.48%   79.03%
  147   294293   283968   271096   242200   96.18%   92.81%   88.60%   79.16%
  146   294596   284321   271516   242822   96.28%   92.93%   88.74%   79.36%
  145   294816   284584   271866   243103   96.36%   93.01%   88.85%   79.45%
  144   295042   284921   272351   243734   96.43%   93.12%   89.01%   79.66%
  143   295243   285359   273059   244371   96.50%   93.26%   89.24%   79.87%
  142   295375   285548   273320   244651   96.54%   93.33%   89.33%   79.96%
  141   295591   285802   273623   244906   96.61%   93.41%   89.43%   80.04%
  140   295763   286041   273969   245930   96.67%   93.49%   89.54%   80.38%
  139   295993   286343   274309   246311   96.74%   93.59%   89.65%   80.50%
  138   296194   286688   274761   246766   96.81%   93.70%   89.80%   80.65%
  137   296294   286819   274968   246912   96.84%   93.74%   89.87%   80.70%
  136   296474   287071   275218   247226   96.90%   93.82%   89.95%   80.80%
  135   296687   287358   275554   247602   96.97%   93.92%   90.06%   80.92%
  134   296767   287499   275777   247959   96.99%   93.96%   90.13%   81.04%
  133   296915   287838   276259   248555   97.04%   94.08%   90.29%   81.24%
  132   297095   288260   277006   249669   97.10%   94.21%   90.53%   81.60%
  131   297324   288527   277393   250137   97.18%   94.30%   90.66%   81.75%
  130   297506   288820   277930   251058   97.23%   94.40%   90.84%   82.05%
  129   297791   289301   278578   251694   97.33%   94.55%   91.05%   82.26%
  128   297942   289539   278950   252187   97.38%   94.63%   91.17%   82.42%
  127   298202   289910   279435   252835   97.46%   94.75%   91.33%   82.63%
  126   298440   290283   279936   253747   97.54%   94.87%   91.49%   82.93%
  125   298739   290727   280442   254452   97.64%   95.02%   91.66%   83.16%
  124   298997   291039   280822   254906   97.72%   95.12%   91.78%   83.31%
  123   299363   291532   281331   255606   97.84%   95.28%   91.95%   83.54%
  122   299652   291947   281872   256299   97.94%   95.42%   92.13%   83.77%
  121   299905   292192   282112   256826   98.02%   95.50%   92.20%   83.94%
  120   300016   292600   283138   259097   98.06%   95.63%   92.54%   84.68%
  119   300080   292712   283308   259484   98.08%   95.67%   92.59%   84.81%
  118   300418   293157   283807   260320   98.19%   95.81%   92.76%   85.08%
  117   300460   293221   283917   260728   98.20%   95.83%   92.79%   85.21%
  116   300695   293647   284660   261979   98.28%   95.97%   93.04%   85.62%
  115   300949   293894   284863   262282   98.36%   96.05%   93.10%   85.72%
  114   301045   294076   285137   262868   98.39%   96.11%   93.19%   85.91%
  113   301384   294622   285816   263986   98.50%   96.29%   93.41%   86.28%
  112   301464   294944   286570   266086   98.53%   96.40%   93.66%   86.97%
  111   301815   295350   287002   266501   98.64%   96.53%   93.80%   87.10%
  110   302120   296092   288012   267872   98.74%   96.77%   94.13%   87.55%
  109   302454   296484   288356   268430   98.85%   96.90%   94.24%   87.73%
  108   302511   296599   288499   268778   98.87%   96.94%   94.29%   87.85%
  107   302808   296979   288912   269267   98.97%   97.06%   94.43%   88.01%
  106   303118   297570   289760   270349   99.07%   97.26%   94.70%   88.36%
  105   303431   297990   290139   270736   99.17%   97.39%   94.83%   88.49%
  104   303726   298361   290471   271100   99.27%   97.51%   94.94%   88.60%
  103   303751   298404   290559   271412   99.28%   97.53%   94.96%   88.71%
  102   304010   298727   290876   271837   99.36%   97.63%   95.07%   88.85%
  101   304056   298827   291017   272210   99.38%   97.67%   95.11%   88.97%
  100   304261   299252   291703   273531   99.44%   97.81%   95.34%   89.40%
   99   304481   299660   292399   274780   99.51%   97.94%   95.57%   89.81%
   98   304600   299876   292794   275568   99.55%   98.01%   95.69%   90.06%
   97   304766   300292   293345   276417   99.61%   98.15%   95.88%   90.34%
   96   304881   300643   293771   277011   99.65%   98.26%   96.01%   90.54%
   95   304921   300805   294069   277786   99.66%   98.31%   96.11%   90.79%
   94   304961   300946   294328   278204   99.67%   98.36%   96.20%   90.93%
   93   304994   301015   294408   278430   99.68%   98.38%   96.22%   91.00%
   92   305069   301359   294885   279080   99.71%   98.49%   96.38%   91.21%
   91   305129   301762   295411   279632   99.73%   98.63%   96.55%   91.39%
   90   305169   301898   295677   280134   99.74%   98.67%   96.64%   91.56%
   89   305208   302400   296487   281239   99.75%   98.83%   96.90%   91.92%
   88   305240   302818   297190   282370   99.76%   98.97%   97.13%   92.29%
   87   305257   303083   297652   283591   99.77%   99.06%   97.28%   92.69%
   86   305278   303150   297770   284036   99.78%   99.08%   97.32%   92.83%
   85   305295   303238   297917   284576   99.78%   99.11%   97.37%   93.01%
   84   305314   303272   297961   284723   99.79%   99.12%   97.38%   93.06%
   83   305352   303345   298097   285159   99.80%   99.14%   97.43%   93.20%
   82   305374   303373   298151   285307   99.81%   99.15%   97.45%   93.25%
   81   305413   303449   298321   285758   99.82%   99.18%   97.50%   93.40%
   80   305441   303569   298554   286245   99.83%   99.22%   97.58%   93.55%
   79   305461   303631   298676   286471   99.83%   99.24%   97.62%   93.63%
   78   305487   304071   299364   287350   99.84%   99.38%   97.84%   93.92%
   77   305509   304248   299951   288726   99.85%   99.44%   98.03%   94.37%
   76   305527   304280   299993   288941   99.86%   99.45%   98.05%   94.44%
   75   305547   304318   300072   289115   99.86%   99.46%   98.07%   94.49%
   74   305578   304356   300119   289269   99.87%   99.47%   98.09%   94.54%
   73   305600   304405   300205   289516   99.88%   99.49%   98.12%   94.62%
   72   305608   304429   300229   289634   99.88%   99.50%   98.12%   94.66%
   71   305622   304455   300265   289765   99.89%   99.51%   98.14%   94.70%
   70   305641   304487   300326   289940   99.89%   99.52%   98.16%   94.76%
   69   305655   304560   300425   290073   99.90%   99.54%   98.19%   94.81%
   68   305666   304649   300670   290461   99.90%   99.57%   98.27%   94.93%
   67   305674   304746   301048   291113   99.90%   99.60%   98.39%   95.15%
   66   305693   304799   301137   291308   99.91%   99.62%   98.42%   95.21%
   65   305707   304860   301343   291764   99.92%   99.64%   98.49%   95.36%
   64   305729   304964   301730   292288   99.92%   99.67%   98.62%   95.53%
   63   305747   305018   301795   292424   99.93%   99.69%   98.64%   95.57%
   62   305763   305062   301860   292595   99.93%   99.70%   98.66%   95.63%
   61   305772   305097   301929   292738   99.94%   99.72%   98.68%   95.68%
   60   305777   305163   302045   292951   99.94%   99.74%   98.72%   95.75%
   59   305792   305192   302104   293096   99.94%   99.75%   98.74%   95.79%
   58   305796   305223   302157   293205   99.94%   99.76%   98.76%   95.83%
   57   305804   305278   302567   293877   99.95%   99.78%   98.89%   96.05%
   56   305815   305293   302598   293958   99.95%   99.78%   98.90%   96.08%
   55   305826   305322   302680   294110   99.95%   99.79%   98.93%   96.13%
   54   305846   305354   302752   294281   99.96%   99.80%   98.95%   96.18%
   53   305853   305401   303039   294869   99.96%   99.82%   99.04%   96.37%
   52   305864   305429   303105   295013   99.97%   99.82%   99.06%   96.42%
   51   305871   305470   303658   295898   99.97%   99.84%   99.25%   96.71%
   50   305874   305488   303732   296088   99.97%   99.84%   99.27%   96.77%
   49   305878   305505   304020   296843   99.97%   99.85%   99.36%   97.02%
   48   305882   305538   304075   296954   99.97%   99.86%   99.38%   97.05%
   47   305890   305570   304114   297053   99.98%   99.87%   99.39%   97.09%
   46   305900   305597   304148   297126   99.98%   99.88%   99.41%   97.11%
   45   305905   305628   304179   297203   99.98%   99.89%   99.42%   97.14%
   44   305909   305648   304203   297255   99.98%   99.90%   99.42%   97.15%
   43   305911   305665   304233   297328   99.98%   99.90%   99.43%   97.18%
   42   305919   305719   304297   297442   99.98%   99.92%   99.45%   97.21%
   41   305919   305730   304372   297567   99.98%   99.92%   99.48%   97.25%
   40   305920   305736   304415   297606   99.98%   99.92%   99.49%   97.27%
   39   305923   305767   304486   297681   99.99%   99.93%   99.52%   97.29%
   38   305925   305788   304544   297756   99.99%   99.94%   99.54%   97.32%
   37   305933   305812   304630   297864   99.99%   99.95%   99.56%   97.35%
   36   305939   305828   304811   298348   99.99%   99.95%   99.62%   97.51%
   35   305948   305853   304860   298452   99.99%   99.96%   99.64%   97.54%
   34   305960   305874   305000   299208  100.00%   99.97%   99.68%   97.79%
   33   305964   305904   305232   300023  100.00%   99.98%   99.76%   98.06%
   32   305965   305916   305355   301040  100.00%   99.98%   99.80%   98.39%
   31   305965   305920   305428   301569  100.00%   99.98%   99.82%   98.56%
   30   305965   305927   305523   302179  100.00%   99.99%   99.86%   98.76%
   29   305966   305938   305581   303324  100.00%   99.99%   99.87%   99.14%
   28   305966   305940   305613   303410  100.00%   99.99%   99.88%   99.16%
   27   305966   305942   305643   303579  100.00%   99.99%   99.89%   99.22%
   26   305966   305949   305695   303725  100.00%   99.99%   99.91%   99.27%
   25   305966   305952   305716   303794  100.00%  100.00%   99.92%   99.29%
   24   305966   305952   305735   303869  100.00%  100.00%   99.92%   99.31%
   23   305966   305952   305806   303896  100.00%  100.00%   99.95%   99.32%
   22   305966   305952   305816   303977  100.00%  100.00%   99.95%   99.35%
   21   305966   305954   305856   304359  100.00%  100.00%   99.96%   99.47%
   20   305966   305955   305870   304780  100.00%  100.00%   99.97%   99.61%
   19   305966   305958   305875   304961  100.00%  100.00%   99.97%   99.67%
   18   305966   305959   305882   305245  100.00%  100.00%   99.97%   99.76%
   17   305966   305960   305891   305350  100.00%  100.00%   99.98%   99.80%
   16   305966   305960   305900   305534  100.00%  100.00%   99.98%   99.86%
   15   305966   305963   305903   305596  100.00%  100.00%   99.98%   99.88%
   14   305966   305963   305906   305630  100.00%  100.00%   99.98%   99.89%
   13   305966   305964   305908   305713  100.00%  100.00%   99.98%   99.92%
   12   305966   305965   305910   305753  100.00%  100.00%   99.98%   99.93%
   11   305966   305966   305915   305762  100.00%  100.00%   99.98%   99.93%
   10   305966   305966   305915   305777  100.00%  100.00%   99.98%   99.94%
    9   305966   305966   305917   305784  100.00%  100.00%   99.98%   99.94%
    8   305966   305966   305919   305789  100.00%  100.00%   99.98%   99.94%
    7   305966   305966   305943   305804  100.00%  100.00%   99.99%   99.95%
    6   305966   305966   305963   305811  100.00%  100.00%  100.00%   99.95%
    5   305966   305966   305966   305877  100.00%  100.00%  100.00%   99.97%
    4   305966   305966   305966   305951  100.00%  100.00%  100.00%  100.00%
    3   305966   305966   305966   305955  100.00%  100.00%  100.00%  100.00%
    2   305966   305966   305966   305966  100.00%  100.00%  100.00%  100.00%
    1   305966   305966   305966   305966  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  301  100.0%    8.5%    2.8%    0.4%
  300  100.0%    9.8%    3.7%    1.0%
  299  100.0%   10.5%    4.2%    1.1%
  298  100.0%   10.9%    4.5%    1.2%
  297  100.0%   11.3%    4.8%    1.3%
  296  100.0%   11.6%    4.9%    1.4%
  295  100.0%   12.6%    5.7%    1.7%
  294  100.0%   13.1%    6.0%    1.8%
  293  100.0%   14.3%    7.0%    2.3%
  292  100.0%   14.7%    7.2%    2.3%
  291  100.0%   14.9%    7.3%    2.4%
  290  100.0%   15.8%    8.1%    2.7%
  289  100.0%   16.7%    8.7%    3.0%
  288  100.0%   17.3%    9.0%    3.2%
  287  100.0%   17.9%    9.3%    3.5%
  286  100.0%   18.3%    9.8%    3.7%
  285  100.0%   18.7%   10.2%    3.8%
  284  100.0%   20.1%   11.4%    4.4%
  283  100.0%   20.7%   11.8%    4.7%
  282  100.0%   21.9%   12.9%    5.4%
  281  100.0%   22.5%   13.6%    5.7%
  280  100.0%   23.9%   15.1%    6.6%
  279  100.0%   24.7%   15.6%    7.1%
  278  100.0%   25.2%   15.9%    7.2%
  277  100.0%   25.7%   16.1%    7.5%
  276  100.0%   26.2%   16.4%    7.7%
  275  100.0%   27.0%   17.5%    8.3%
  274  100.0%   28.0%   18.6%    9.0%
  273  100.0%   28.9%   19.7%    9.7%
  272  100.0%   29.6%   20.7%   10.3%
  271  100.0%   30.3%   21.5%   10.8%
  270  100.0%   31.6%   23.1%   11.8%
  269  100.0%   32.3%   24.4%   12.5%
  268  100.0%   33.0%   25.5%   13.3%
  267  100.0%   33.7%   26.1%   13.9%
  266  100.0%   34.6%   27.3%   14.9%
  265  100.0%   35.5%   27.9%   15.4%
  264  100.0%   36.1%   28.4%   15.5%
  263  100.0%   36.6%   28.7%   15.7%
  262  100.0%   37.5%   29.5%   16.5%
  261  100.0%   38.2%   31.0%   17.5%
  260  100.0%   38.8%   31.4%   17.9%
  259  100.0%   40.1%   32.2%   18.8%
  258  100.0%   41.3%   34.7%   20.5%
  257  100.0%   41.8%   35.1%   21.0%
  256  100.0%   42.3%   35.5%   21.3%
  255  100.0%   43.1%   36.2%   22.1%
  254  100.0%   43.8%   36.7%   22.8%
  253  100.0%   44.3%   37.1%   23.3%
  252  100.0%   44.9%   37.7%   24.0%
  251  100.0%   45.5%   38.1%   24.7%
  250  100.0%   46.2%   38.5%   25.3%
  249  100.0%   47.6%   40.6%   27.0%
  248  100.0%   48.5%   42.2%   28.4%
  247  100.0%   49.1%   43.6%   29.5%
  246  100.0%   49.7%   44.1%   30.1%
  245  100.0%   50.3%   44.6%   31.0%
  244  100.0%   50.9%   45.1%   31.4%
  243  100.0%   51.1%   45.3%   31.6%
  242  100.0%   51.6%   45.7%   31.8%
  241  100.0%   52.2%   46.2%   32.2%
  240  100.0%   52.9%   46.8%   32.9%
  239  100.0%   54.1%   48.5%   35.0%
  238  100.0%   54.8%   48.9%   35.8%
  237  100.0%   55.8%   50.3%   37.5%
  236  100.0%   56.3%   50.7%   38.3%
  235  100.0%   56.8%   51.1%   38.9%
  234  100.0%   57.5%   52.3%   40.4%
  233  100.0%   57.9%   52.5%   40.8%
  232  100.0%   58.3%   52.9%   41.0%
  231  100.0%   58.9%   53.3%   41.5%
  230  100.0%   59.5%   53.7%   41.9%
  229  100.0%   60.4%   54.6%   43.7%
  228  100.0%   61.4%   55.2%   44.2%
  227  100.0%   62.2%   55.7%   44.6%
  226  100.0%   62.8%   56.2%   45.8%
  225  100.0%   63.4%   56.7%   46.5%
  224  100.0%   63.8%   56.9%   46.7%
  223  100.0%   64.5%   57.4%   47.8%
  222  100.0%   65.3%   57.9%   48.9%
  221  100.0%   65.8%   58.2%   49.2%
  220  100.0%   66.3%   58.5%   49.5%
  219  100.0%   66.7%   58.9%   49.8%
  218  100.0%   67.4%   59.4%   50.2%
  217  100.0%   67.9%   59.8%   50.8%
  216  100.0%   68.5%   60.2%   51.6%
  215  100.0%   69.0%   60.4%   51.9%
  214  100.0%   69.4%   60.8%   52.5%
  213  100.0%   69.6%   61.0%   52.7%
  212  100.0%   70.1%   61.3%   53.2%
  211  100.0%   70.4%   61.5%   53.5%
  210  100.0%   71.2%   62.2%   54.8%
  209  100.0%   71.4%   62.7%   55.5%
  208  100.0%   71.7%   63.0%   55.8%
  207  100.0%   72.6%   63.5%   57.2%
  206  100.0%   73.1%   64.0%   58.1%
  205  100.0%   73.9%   64.4%   58.7%
  204  100.0%   74.4%   64.6%   59.1%
  203  100.0%   74.7%   64.8%   59.6%
  202  100.0%   74.9%   65.2%   60.0%
  201  100.0%   75.1%   65.4%   60.2%
  200  100.0%   75.4%   65.7%   60.9%
  199  100.0%   75.7%   65.9%   61.3%
  198  100.0%   76.1%   66.2%   61.6%
  197  100.0%   76.5%   66.5%   61.9%
  196  100.0%   77.3%   66.9%   63.2%
  195  100.0%   78.1%   67.4%   64.2%
  194  100.0%   78.7%   67.7%   65.0%
  193  100.0%   79.0%   67.9%   65.4%
  192  100.0%   79.5%   68.2%   66.1%
  191  100.0%   79.8%   68.3%   66.5%
  190  100.0%   79.9%   68.6%   66.8%
  189  100.0%   80.0%   68.8%   67.0%
  188  100.0%   80.2%   69.2%   67.5%
  187  100.0%   80.3%   69.6%   67.9%
  186  100.0%   80.5%   70.1%   68.4%
  185  100.0%   80.7%   70.3%   68.8%
  184  100.0%   80.8%   70.6%   69.1%
  183  100.0%   80.9%   70.8%   69.3%
  182  100.0%   81.1%   70.9%   69.5%
  181  100.0%   81.2%   71.1%   69.7%
  180  100.0%   81.3%   71.3%   69.9%
  179  100.0%   81.3%   71.6%   70.1%
  178  100.0%   81.9%   71.9%   70.5%
  177  100.0%   82.2%   72.1%   70.7%
  176  100.0%   83.0%   72.5%   71.2%
  175  100.0%   83.1%   72.7%   71.4%
  174  100.0%   83.2%   72.9%   71.6%
  173  100.0%   83.3%   73.0%   71.7%
  172  100.0%   83.5%   73.3%   72.0%
  171  100.0%   84.0%   73.5%   72.2%
  170  100.0%   84.4%   73.7%   72.5%
  169  100.0%   84.8%   73.9%   72.7%
  168  100.0%   84.9%   74.1%   72.9%
  167  100.0%   85.0%   74.4%   73.2%
  166  100.0%   85.1%   74.7%   73.5%
  165  100.0%   85.1%   75.0%   73.8%
  164  100.0%   85.2%   75.1%   74.0%
  163  100.0%   85.3%   75.3%   74.3%
  162  100.0%   85.4%   75.5%   74.4%
  161  100.0%   85.4%   75.7%   74.6%
  160  100.0%   85.5%   75.8%   74.8%
  159  100.0%   85.6%   75.9%   74.9%
  158  100.0%   85.7%   76.2%   75.2%
  157  100.0%   85.8%   76.4%   75.4%
  156  100.0%   86.0%   76.6%   75.6%
  155  100.0%   86.1%   77.0%   76.0%
  154  100.0%   86.4%   77.6%   76.6%
  153  100.0%   86.5%   77.7%   76.8%
  152  100.0%   86.7%   77.9%   76.9%
  151  100.0%   86.7%   78.2%   77.2%
  150  100.0%   86.8%   78.3%   77.3%
  149  100.0%   87.0%   78.5%   77.5%
  148  100.0%   87.2%   78.7%   77.7%
  147  100.0%   87.5%   78.9%   78.0%
  146  100.0%   87.5%   79.0%   78.1%
  145  100.0%   87.8%   79.2%   78.3%
  144  100.0%   87.9%   79.3%   78.4%
  143  100.0%   87.9%   79.5%   78.6%
  142  100.0%   88.1%   79.7%   78.8%
  141  100.0%   88.1%   79.8%   78.9%
  140  100.0%   88.2%   79.9%   79.0%
  139  100.0%   88.2%   80.2%   79.4%
  138  100.0%   88.4%   80.4%   79.5%
  137  100.0%   88.5%   80.5%   79.6%
  136  100.0%   88.5%   80.6%   79.7%
  135  100.0%   88.5%   80.7%   79.8%
  134  100.0%   88.6%   80.8%   79.9%
  133  100.0%   88.8%   80.9%   80.0%
  132  100.0%   88.9%   81.1%   80.2%
  131  100.0%   89.8%   81.4%   80.6%
  130  100.0%   90.0%   81.6%   80.8%
  129  100.0%   90.0%   81.9%   81.1%
  128  100.0%   90.0%   82.1%   81.3%
  127  100.0%   90.2%   82.2%   81.4%
  126  100.0%   90.2%   82.4%   81.7%
  125  100.0%   90.2%   82.7%   82.0%
  124  100.0%   90.2%   83.0%   82.2%
  123  100.0%   90.2%   83.1%   82.4%
  122  100.0%   90.3%   83.2%   82.6%
  121  100.0%   90.9%   83.3%   82.8%
  120  100.0%   91.1%   83.4%   82.8%
  119  100.0%   92.1%   84.1%   83.7%
  118  100.0%   92.3%   84.2%   83.8%
  117  100.0%   92.7%   84.4%   84.0%
  116  100.0%   92.7%   84.4%   84.1%
  115  100.0%   92.8%   84.8%   84.5%
  114  100.0%   92.8%   84.9%   84.5%
  113  100.0%   92.8%   85.0%   84.7%
  112  100.0%   93.4%   85.4%   85.0%
  111  100.0%   93.5%   86.0%   85.6%
  110  100.0%   93.7%   86.1%   85.8%
  109  100.0%   95.0%   86.5%   86.2%
  108  100.0%   95.4%   86.6%   86.3%
  107  100.0%   95.5%   86.7%   86.4%
  106  100.0%   95.6%   86.8%   86.5%
  105  100.0%   95.8%   87.1%   86.8%
  104  100.0%   95.9%   87.2%   86.9%
  103  100.0%   95.9%   87.3%   87.0%
  102  100.0%   96.0%   87.3%   87.1%
  101  100.0%   96.0%   87.4%   87.2%
  100  100.0%   96.0%   87.5%   87.3%
   99  100.0%   96.2%   87.9%   87.7%
   98  100.0%   96.3%   88.3%   88.2%
   97  100.0%   96.3%   88.6%   88.5%
   96  100.0%   96.3%   88.8%   88.8%
   95  100.0%   96.3%   89.0%   88.9%
   94  100.0%   96.3%   89.2%   89.2%
   93  100.0%   96.3%   89.3%   89.3%
   92  100.0%   96.3%   89.4%   89.3%
   91  100.0%   96.3%   89.6%   89.5%
   90  100.0%   96.4%   89.7%   89.7%
   89  100.0%   96.4%   89.9%   89.8%
   88  100.0%   96.5%   90.2%   90.1%
   87  100.0%   96.6%   90.5%   90.4%
   86  100.0%   96.9%   90.8%   90.8%
   85  100.0%   97.1%   90.9%   90.9%
   84  100.0%   97.2%   91.1%   91.1%
   83  100.0%   97.3%   91.1%   91.1%
   82  100.0%   97.4%   91.2%   91.2%
   81  100.0%   97.4%   91.2%   91.2%
   80  100.0%   97.4%   91.5%   91.4%
   79  100.0%   97.4%   91.6%   91.6%
