    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
  251    12561     1945      316        7    4.11%    0.64%    0.10%    0.00%
  250    14289     2373      405       14    4.67%    0.78%    0.13%    0.00%
  249    14645     2426      416       14    4.79%    0.79%    0.14%    0.00%
  248    16120     2750      474       16    5.27%    0.90%    0.15%    0.01%
  247    18355     3285      586       17    6.00%    1.07%    0.19%    0.01%
  246    21452     4249      851       22    7.01%    1.39%    0.28%    0.01%
  245    22640     4473      889       27    7.40%    1.46%    0.29%    0.01%
  244    25634     5316     1108       41    8.38%    1.74%    0.36%    0.01%
  243    26798     5652     1172       49    8.76%    1.85%    0.38%    0.02%
  242    28798     6302     1349       67    9.41%    2.06%    0.44%    0.02%
  241    30573     6765     1462       81    9.99%    2.21%    0.48%    0.03%
  240    33147     7600     1676       96   10.83%    2.48%    0.55%    0.03%
  239    34617     7987     1775      108   11.31%    2.61%    0.58%    0.04%
  238    36220     8448     1875      122   11.84%    2.76%    0.61%    0.04%
  237    37734     8936     1994      132   12.33%    2.92%    0.65%    0.04%
  236    40289     9958     2295      157   13.17%    3.25%    0.75%    0.05%
  235    41836    10438     2428      174   13.67%    3.41%    0.79%    0.06%
  234    45235    11717     2828      213   14.78%    3.83%    0.92%    0.07%
  233    48950    13046     3253      266   16.00%    4.26%    1.06%    0.09%
  232    51976    14097     3538      315   16.99%    4.61%    1.16%    0.10%
  231    56665    16103     4182      421   18.52%    5.26%    1.37%    0.14%
  230    60686    17863     4695      515   19.83%    5.84%    1.53%    0.17%
  229    64532    19752     5270      596   21.09%    6.46%    1.72%    0.19%
  228    72645    25524     7726     1116   23.74%    8.34%    2.53%    0.36%
  227    79215    30058     9723     1644   25.89%    9.82%    3.18%    0.54%
  226    84864    33955    11532     2264   27.74%   11.10%    3.77%    0.74%
  225    91927    39333    14456     3191   30.04%   12.86%    4.72%    1.04%
  224    96352    42173    15540     3648   31.49%   13.78%    5.08%    1.19%
  223   102327    47088    18126     4672   33.44%   15.39%    5.92%    1.53%
  222   105995    49518    19245     5175   34.64%   16.18%    6.29%    1.69%
  221   111329    53964    21743     6315   36.39%   17.64%    7.11%    2.06%
  220   114810    56519    23094     7025   37.52%   18.47%    7.55%    2.30%
  219   118871    59706    24880     7900   38.85%   19.51%    8.13%    2.58%
  218   121791    61837    25868     8317   39.81%   20.21%    8.45%    2.72%
  217   126537    65943    28529     9821   41.36%   21.55%    9.32%    3.21%
  216   129140    67884    29516    10289   42.21%   22.19%    9.65%    3.36%
  215   132960    71442    31790    11400   43.46%   23.35%   10.39%    3.73%
  214   137269    76038    35046    13197   44.86%   24.85%   11.45%    4.31%
  213   141432    80906    38535    15218   46.22%   26.44%   12.59%    4.97%
  212   146358    86734    42705    17798   47.83%   28.35%   13.96%    5.82%
  211   152510    95064    50493    23026   49.85%   31.07%   16.50%    7.53%
  210   157273   101157    56229    26824   51.40%   33.06%   18.38%    8.77%
  209   158958   102690    57131    27438   51.95%   33.56%   18.67%    8.97%
  208   163186   107774    62076    30791   53.33%   35.22%   20.29%   10.06%
  207   164469   108965    62808    31281   53.75%   35.61%   20.53%   10.22%
  206   166494   111058    64267    32278   54.42%   36.30%   21.00%   10.55%
  205   170380   115958    69759    36300   55.69%   37.90%   22.80%   11.86%
  204   173782   119862    73651    38979   56.80%   39.17%   24.07%   12.74%
  203   175104   121053    74571    39556   57.23%   39.56%   24.37%   12.93%
  202   176466   122438    75618    40191   57.68%   40.02%   24.71%   13.14%
  201   179316   126146    79190    43473   58.61%   41.23%   25.88%   14.21%
  200   181741   128784    81589    45254   59.40%   42.09%   26.67%   14.79%
  199   183863   130978    83376    46499   60.09%   42.81%   27.25%   15.20%
  198   186698   133960    86099    48475   61.02%   43.78%   28.14%   15.84%
  197   188424   135678    87643    49822   61.58%   44.34%   28.64%   16.28%
  196   190561   137996    89808    51884   62.28%   45.10%   29.35%   16.96%
  195   193421   141353    93101    54454   63.22%   46.20%   30.43%   17.80%
  194   195718   144096    95471    56184   63.97%   47.10%   31.20%   18.36%
  193   198179   147151    98549    58526   64.77%   48.09%   32.21%   19.13%
  192   200519   149811   101134    60611   65.54%   48.96%   33.05%   19.81%
  191   203126   152848   103927    62773   66.39%   49.96%   33.97%   20.52%
  190   204768   154708   105459    63850   66.93%   50.56%   34.47%   20.87%
  189   207819   159396   111246    68446   67.92%   52.10%   36.36%   22.37%
  188   210233   162959   115754    72762   68.71%   53.26%   37.83%   23.78%
  187   212488   166197   119545    75726   69.45%   54.32%   39.07%   24.75%
  186   213786   167625   120753    76563   69.87%   54.79%   39.47%   25.02%
  185   214748   168614   121606    77257   70.19%   55.11%   39.74%   25.25%
  184   215812   169847   122651    78123   70.53%   55.51%   40.09%   25.53%
  183   217064   171338   124036    79261   70.94%   56.00%   40.54%   25.91%
  182   218968   174164   127216    81733   71.57%   56.92%   41.58%   26.71%
  181   220570   176278   129256    83319   72.09%   57.61%   42.25%   27.23%
  180   222200   178466   131266    84907   72.62%   58.33%   42.90%   27.75%
  179   225325   182787   136030    87888   73.64%   59.74%   44.46%   28.72%
  178   227496   186168   139776    90173   74.35%   60.85%   45.68%   29.47%
  177   230090   190608   145881    94559   75.20%   62.30%   47.68%   30.91%
  176   230926   191895   147365    95841   75.47%   62.72%   48.16%   31.32%
  175   231697   193070   148745    96924   75.73%   63.10%   48.61%   31.68%
  174   232483   194211   150201    98019   75.98%   63.47%   49.09%   32.04%
  173   233416   195596   152021    99571   76.29%   63.93%   49.69%   32.54%
  172   234296   197159   154226   102418   76.58%   64.44%   50.41%   33.47%
  171   235485   198718   155958   104043   76.96%   64.95%   50.97%   34.00%
  170   236662   200554   158399   106221   77.35%   65.55%   51.77%   34.72%
  169   237871   202180   160177   107345   77.74%   66.08%   52.35%   35.08%
  168   239812   204567   162857   108998   78.38%   66.86%   53.23%   35.62%
  167   241182   206772   166456   112870   78.83%   67.58%   54.40%   36.89%
  166   242400   208411   168313   114267   79.22%   68.12%   55.01%   37.35%
  165   243481   209728   169788   115603   79.58%   68.55%   55.49%   37.78%
  164   244394   211191   171640   116852   79.88%   69.02%   56.10%   38.19%
  163   245104   212109   172835   117839   80.11%   69.32%   56.49%   38.51%
  162   245905   213296   174225   119107   80.37%   69.71%   56.94%   38.93%
  161   246827   214670   176210   121038   80.67%   70.16%   57.59%   39.56%
  160   247555   215678   177380   122260   80.91%   70.49%   57.97%   39.96%
  159   248275   216774   178618   123414   81.14%   70.85%   58.38%   40.34%
  158   249790   219104   181567   125994   81.64%   71.61%   59.34%   41.18%
  157   250923   221016   184540   128571   82.01%   72.24%   60.31%   42.02%
  156   251956   222580   186610   130314   82.35%   72.75%   60.99%   42.59%
  155   253579   225051   190211   133051   82.88%   73.55%   62.17%   43.49%
  154   254948   227231   193671   135981   83.33%   74.27%   63.30%   44.44%
  153   255672   228272   195344   137470   83.56%   74.61%   63.85%   44.93%
  152   256429   229447   197257   139154   83.81%   74.99%   64.47%   45.48%
  151   257117   230438   198958   140955   84.03%   75.31%   65.03%   46.07%
  150   258071   231606   200530   142194   84.35%   75.70%   65.54%   46.47%
  149   258600   232339   201671   143283   84.52%   75.94%   65.91%   46.83%
  148   259257   233346   203119   144548   84.73%   76.27%   66.39%   47.24%
  147   259918   234375   204776   146582   84.95%   76.60%   66.93%   47.91%
  146   260601   235464   206478   149612   85.17%   76.96%   67.48%   48.90%
  145   261062   236098   207355   150633   85.32%   77.16%   67.77%   49.23%
  144   261780   237147   208887   151731   85.56%   77.51%   68.27%   49.59%
  143   262833   238666   211042   153650   85.90%   78.00%   68.98%   50.22%
  142   263413   239560   212304   154683   86.09%   78.30%   69.39%   50.56%
  141   264084   240662   213788   156607   86.31%   78.66%   69.87%   51.18%
  140   264512   241324   214709   157601   86.45%   78.87%   70.17%   51.51%
  139   264914   241978   215752   162303   86.58%   79.09%   70.52%   53.05%
  138   265684   243126   217232   164186   86.83%   79.46%   71.00%   53.66%
  137   266622   244520   219109   166184   87.14%   79.92%   71.61%   54.31%
  136   267215   245365   220486   168342   87.33%   80.19%   72.06%   55.02%
  135   267580   245863   221206   169054   87.45%   80.36%   72.30%   55.25%
  134   268007   246461   222027   170168   87.59%   80.55%   72.57%   55.62%
  133   268446   247145   222987   171475   87.74%   80.78%   72.88%   56.04%
  132   269015   247888   224036   172659   87.92%   81.02%   73.22%   56.43%
  131   269436   248488   224823   173845   88.06%   81.21%   73.48%   56.82%
  130   269756   248937   225485   174659   88.17%   81.36%   73.70%   57.08%
  129   270191   249501   226321   175659   88.31%   81.55%   73.97%   57.41%
  128   270686   250159   227150   176690   88.47%   81.76%   74.24%   57.75%
  127   271115   250700   227833   177585   88.61%   81.94%   74.46%   58.04%
  126   271459   251158   228307   178021   88.72%   82.09%   74.62%   58.18%
  125   271919   251707   228918   178638   88.87%   82.27%   74.82%   58.38%
  124   272400   252234   229530   179216   89.03%   82.44%   75.02%   58.57%
  123   272987   252847   230249   179935   89.22%   82.64%   75.25%   58.81%
  122   273547   253674   231571   181512   89.40%   82.91%   75.69%   59.32%
  121   274200   254596   232908   183531   89.62%   83.21%   76.12%   59.98%
  120   274751   255405   234152   185687   89.80%   83.47%   76.53%   60.69%
  119   275241   256059   235242   188002   89.96%   83.69%   76.89%   61.45%
  118   275703   256557   235995   189228   90.11%   83.85%   77.13%   61.85%
  117   276234   257249   237037   191244   90.28%   84.08%   77.47%   62.50%
  116   276710   257831   237738   192321   90.44%   84.27%   77.70%   62.86%
  115   277117   258240   238241   193156   90.57%   84.40%   77.87%   63.13%
  114   277558   258772   238853   193979   90.72%   84.58%   78.07%   63.40%
  113   278139   259443   239603   195028   90.91%   84.79%   78.31%   63.74%
  112   278755   260316   240604   196376   91.11%   85.08%   78.64%   64.18%
  111   279220   260840   241166   197154   91.26%   85.25%   78.82%   64.44%
  110   279690   261336   241706   197963   91.41%   85.41%   79.00%   64.70%
  109   280187   261873   242250   198757   91.57%   85.59%   79.18%   64.96%
  108   280709   262542   243029   199923   91.75%   85.81%   79.43%   65.34%
  107   281076   263020   243685   201236   91.87%   85.96%   79.64%   65.77%
  106   281555   263576   244228   202097   92.02%   86.15%   79.82%   66.05%
  105   281929   263944   244677   202781   92.14%   86.27%   79.97%   66.28%
  104   282405   264521   245308   203584   92.30%   86.45%   80.17%   66.54%
  103   282891   265200   246219   204941   92.46%   86.68%   80.47%   66.98%
  102   283253   265635   246655   205539   92.58%   86.82%   80.62%   67.18%
  101   283727   266252   247367   206554   92.73%   87.02%   80.85%   67.51%
  100   284246   266895   248196   207864   92.90%   87.23%   81.12%   67.94%
   99   284710   267403   248870   209045   93.05%   87.40%   81.34%   68.32%
   98   285131   267888   249310   209738   93.19%   87.55%   81.48%   68.55%
   97   285588   268435   249948   211029   93.34%   87.73%   81.69%   68.97%
   96   285984   268844   250335   211571   93.47%   87.87%   81.82%   69.15%
   95   286500   269448   251136   212713   93.64%   88.06%   82.08%   69.52%
   94   286963   269971   251765   213926   93.79%   88.24%   82.29%   69.92%
   93   287419   270473   252340   215198   93.94%   88.40%   82.47%   70.33%
   92   287922   271046   252906   216336   94.10%   88.59%   82.66%   70.71%
   91   288377   271481   253365   217037   94.25%   88.73%   82.81%   70.94%
   90   288840   271924   253844   217938   94.40%   88.87%   82.96%   71.23%
   89   289270   272365   254290   218673   94.54%   89.02%   83.11%   71.47%
   88   289656   272839   254787   219714   94.67%   89.17%   83.27%   71.81%
   87   290098   273337   255320   220671   94.81%   89.34%   83.45%   72.12%
   86   290546   273796   255776   221548   94.96%   89.49%   83.60%   72.41%
   85   291096   274421   256491   222905   95.14%   89.69%   83.83%   72.85%
   84   291513   274915   256950   223661   95.28%   89.85%   83.98%   73.10%
   83   291986   275340   257326   224314   95.43%   89.99%   84.10%   73.31%
   82   292471   275942   257995   225381   95.59%   90.19%   84.32%   73.66%
   81   292845   276428   258554   226286   95.71%   90.35%   84.50%   73.96%
   80   293291   276987   259142   227338   95.86%   90.53%   84.70%   74.30%
   79   293599   277378   259643   228203   95.96%   90.66%   84.86%   74.58%
   78   294161   278089   260497   229219   96.14%   90.89%   85.14%   74.92%
   77   294580   278581   261009   230004   96.28%   91.05%   85.31%   75.17%
   76   295019   279286   261818   231045   96.42%   91.28%   85.57%   75.51%
   75   295413   279876   262496   232174   96.55%   91.47%   85.79%   75.88%
   74   295889   280523   263166   233487   96.71%   91.68%   86.01%   76.31%
   73   296412   281087   263807   234547   96.88%   91.87%   86.22%   76.66%
   72   297027   281886   264734   235871   97.08%   92.13%   86.52%   77.09%
   71   297556   282563   265529   237293   97.25%   92.35%   86.78%   77.56%
   70   298071   283151   266218   238447   97.42%   92.54%   87.01%   77.93%
   69   298640   283882   267177   239720   97.61%   92.78%   87.32%   78.35%
   68   298994   284370   267761   240653   97.72%   92.94%   87.51%   78.65%
   67   299583   285223   268576   241604   97.91%   93.22%   87.78%   78.96%
   66   300018   286167   269649   243148   98.06%   93.53%   88.13%   79.47%
   65   300355   287099   270841   244833   98.17%   93.83%   88.52%   80.02%
   64   300643   287754   271691   245956   98.26%   94.05%   88.80%   80.39%
   63   300826   288497   272614   247283   98.32%   94.29%   89.10%   80.82%
   62   300994   289311   273639   248593   98.37%   94.56%   89.43%   81.25%
   61   301124   290093   274446   249817   98.42%   94.81%   89.70%   81.65%
   60   301283   290901   275296   251324   98.47%   95.08%   89.98%   82.14%
   59   301445   291896   276225   252539   98.52%   95.40%   90.28%   82.54%
   58   301617   292794   277212   253942   98.58%   95.69%   90.60%   83.00%
   57   301806   293670   278015   254818   98.64%   95.98%   90.86%   83.28%
   56   302067   294203   278449   255360   98.73%   96.16%   91.01%   83.46%
   55   302268   294899   279233   256331   98.79%   96.38%   91.26%   83.78%
   54   302417   295221   279843   258033   98.84%   96.49%   91.46%   84.33%
   53   302516   295397   280091   258771   98.87%   96.55%   91.54%   84.58%
   52   302682   295720   280753   260613   98.93%   96.65%   91.76%   85.18%
   51   302808   295917   281070   261247   98.97%   96.72%   91.86%   85.38%
   50   302930   296472   282277   262509   99.01%   96.90%   92.26%   85.80%
   49   302994   296607   282572   262992   99.03%   96.94%   92.35%   85.95%
   48   303084   296885   283676   264248   99.06%   97.03%   92.71%   86.37%
   47   303206   297078   284030   265045   99.10%   97.10%   92.83%   86.63%
   46   303316   297264   284382   265802   99.13%   97.16%   92.95%   86.87%
   45   303441   297412   284554   266111   99.17%   97.20%   93.00%   86.97%
   44   303576   297550   284726   266493   99.22%   97.25%   93.06%   87.10%
   43   303745   297967   285025   266895   99.27%   97.39%   93.16%   87.23%
   42   303927   298307   287809   270486   99.33%   97.50%   94.07%   88.40%
   41   304018   298477   289273   273245   99.36%   97.55%   94.54%   89.31%
   40   304097   298815   289586   273630   99.39%   97.66%   94.65%   89.43%
   39   304229   299586   290346   274467   99.43%   97.91%   94.89%   89.71%
   38   304302   299723   290825   275958   99.46%   97.96%   95.05%   90.19%
   37   304446   300073   291437   278017   99.50%   98.07%   95.25%   90.87%
   36   304573   300177   291554   278396   99.54%   98.11%   95.29%   90.99%
   35   304662   300709   291906   278927   99.57%   98.28%   95.40%   91.16%
   34   304837   300921   292192   279647   99.63%   98.35%   95.50%   91.40%
   33   304944   301116   292484   281159   99.67%   98.41%   95.59%   91.89%
   32   305010   301305   292687   281783   99.69%   98.48%   95.66%   92.10%
   31   305095   301463   292846   282098   99.72%   98.53%   95.71%   92.20%
   30   305167   301643   293068   282382   99.74%   98.59%   95.78%   92.29%
   29   305227   301810   293230   282612   99.76%   98.64%   95.84%   92.37%
   28   305289   301965   293352   282809   99.78%   98.69%   95.88%   92.43%
   27   305353   302721   294268   283736   99.80%   98.94%   96.18%   92.73%
   26   305400   302839   294482   285621   99.82%   98.98%   96.25%   93.35%
   25   305456   303060   294820   286249   99.83%   99.05%   96.36%   93.56%
   24   305513   303343   295239   287036   99.85%   99.14%   96.49%   93.81%
   23   305587   303574   295573   287554   99.88%   99.22%   96.60%   93.98%
   22   305668   304131   297351   289259   99.90%   99.40%   97.18%   94.54%
   21   305732   304489   299302   291364   99.92%   99.52%   97.82%   95.23%
   20   305777   304581   299458   291525   99.94%   99.55%   97.87%   95.28%
   19   305835   304763   299761   291793   99.96%   99.61%   97.97%   95.37%
   18   305882   304931   301361   293483   99.97%   99.66%   98.49%   95.92%
   17   305910   305052   301742   293965   99.98%   99.70%   98.62%   96.08%
   16   305944   305217   303011   296047   99.99%   99.76%   99.03%   96.76%
   15   305956   305318   303433   296620  100.00%   99.79%   99.17%   96.95%
   14   305963   305420   303758   297008  100.00%   99.82%   99.28%   97.07%
   13   305964   305560   304093   297354  100.00%   99.87%   99.39%   97.19%
   12   305966   305633   304463   297922  100.00%   99.89%   99.51%   97.37%
   11   305966   305745   304685   298371  100.00%   99.93%   99.58%   97.52%
   10   305966   305840   305036   300096  100.00%   99.96%   99.70%   98.08%
    9   305966   305922   305297   303812  100.00%   99.99%   99.78%   99.30%
    8   305966   305955   305441   303970  100.00%  100.00%   99.83%   99.35%
    7   305966   305964   305631   304516  100.00%  100.00%   99.89%   99.53%
    6   305966   305964   305766   304689  100.00%  100.00%   99.93%   99.58%
    5   305966   305964   305882   304797  100.00%  100.00%   99.97%   99.62%
    4   305966   305966   305966   305220  100.00%  100.00%  100.00%   99.76%
    3   305966   305966   305966   305589  100.00%  100.00%  100.00%   99.88%
    2   305966   305966   305966   305966  100.00%  100.00%  100.00%  100.00%
    1   305966   305966   305966   305966  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  301  100.0%    0.0%    0.0%    0.0%
  279  100.0%    0.0%    0.0%    0.0%
  278  100.0%    0.0%    0.0%    0.0%
  277  100.0%    0.0%    0.0%    0.0%
  275  100.0%    0.0%    0.0%    0.0%
  273  100.0%    0.0%    0.0%    0.0%
  272  100.0%    0.0%    0.0%    0.0%
  270  100.0%    0.0%    0.0%    0.0%
  269  100.0%    0.0%    0.0%    0.0%
  268  100.0%    0.0%    0.0%    0.0%
  267  100.0%    0.0%    0.0%    0.0%
  266  100.0%    0.0%    0.0%    0.0%
  265  100.0%    0.0%    0.0%    0.0%
  264  100.0%    0.0%    0.0%    0.0%
  263  100.0%    0.0%    0.0%    0.0%
  262  100.0%    0.0%    0.0%    0.0%
  261  100.0%    0.0%    0.0%    0.0%
  260  100.0%    0.0%    0.0%    0.0%
  259  100.0%    0.0%    0.0%    0.0%
  258  100.0%    0.1%    0.0%    0.0%
  257  100.0%    0.1%    0.0%    0.0%
  256  100.0%    0.1%    0.0%    0.0%
  255  100.0%    0.1%    0.0%    0.0%
  254  100.0%    0.1%    0.0%    0.0%
  253  100.0%    0.1%    0.0%    0.0%
  252  100.0%    0.2%    0.0%    0.0%
  251  100.0%    0.2%    0.0%    0.0%
  250  100.0%    0.2%    0.0%    0.0%
  249  100.0%    0.3%    0.0%    0.0%
  248  100.0%    0.3%    0.0%    0.0%
  247  100.0%    0.3%    0.1%    0.0%
  246  100.0%    0.3%    0.1%    0.0%
  245  100.0%    0.5%    0.1%    0.0%
  244  100.0%    0.5%    0.1%    0.0%
  243  100.0%    0.6%    0.1%    0.0%
  242  100.0%    0.6%    0.1%    0.0%
  241  100.0%    0.6%    0.1%    0.0%
  240  100.0%    0.7%    0.1%    0.0%
  239  100.0%    0.8%    0.2%    0.0%
  238  100.0%    0.8%    0.2%    0.0%
  237  100.0%    0.8%    0.2%    0.0%
  236  100.0%    0.9%    0.2%    0.0%
  235  100.0%    1.0%    0.2%    0.0%
  234  100.0%    1.1%    0.2%    0.0%
  233  100.0%    1.2%    0.3%    0.0%
  232  100.0%    1.4%    0.3%    0.0%
  231  100.0%    1.5%    0.3%    0.0%
  230  100.0%    1.7%    0.4%    0.0%
  229  100.0%    1.8%    0.5%    0.1%
  228  100.0%    2.0%    0.5%    0.1%
  227  100.0%    2.9%    0.8%    0.1%
  226  100.0%    3.5%    1.1%    0.2%
  225  100.0%    4.0%    1.4%    0.2%
  224  100.0%    4.8%    1.9%    0.3%
  223  100.0%    5.1%    2.0%    0.4%
  222  100.0%    5.7%    2.5%    0.5%
  221  100.0%    6.0%    2.7%    0.5%
  220  100.0%    6.6%    3.1%    0.6%
  219  100.0%    6.8%    3.3%    0.7%
  218  100.0%    7.2%    3.7%    0.7%
  217  100.0%    7.5%    3.8%    0.8%
  216  100.0%    8.2%    4.5%    0.9%
  215  100.0%    8.4%    4.6%    0.9%
  214  100.0%    9.0%    4.9%    1.1%
  213  100.0%   10.0%    5.4%    1.3%
  212  100.0%   11.1%    6.0%    1.7%
  211  100.0%   12.2%    6.8%    2.0%
  210  100.0%   14.1%    8.7%    2.8%
  209  100.0%   15.4%   10.3%    3.3%
  208  100.0%   15.7%   10.5%    3.4%
  207  100.0%   16.7%   11.8%    3.9%
  206  100.0%   16.9%   11.9%    3.9%
  205  100.0%   17.1%   12.2%    4.0%
  204  100.0%   18.2%   13.8%    4.6%
  203  100.0%   19.1%   14.8%    5.0%
  202  100.0%   19.3%   14.9%    5.1%
  201  100.0%   19.5%   15.1%    5.1%
  200  100.0%   20.7%   16.1%    5.7%
  199  100.0%   21.4%   16.5%    6.1%
  198  100.0%   21.8%   16.8%    6.3%
  197  100.0%   22.4%   17.3%    6.7%
  196  100.0%   23.0%   17.7%    6.9%
  195  100.0%   23.8%   18.2%    7.2%
  194  100.0%   24.7%   19.0%    7.8%
  193  100.0%   25.2%   19.4%    8.1%
  192  100.0%   25.9%   20.0%    8.7%
  191  100.0%   26.8%   20.5%    9.1%
  190  100.0%   27.6%   21.1%    9.7%
  189  100.0%   28.0%   21.4%    9.9%
  188  100.0%   29.3%   23.2%   11.1%
  187  100.0%   30.9%   24.4%   12.7%
  186  100.0%   31.7%   25.7%   13.6%
  185  100.0%   32.1%   25.9%   13.8%
  184  100.0%   32.3%   26.1%   14.0%
  183  100.0%   32.5%   26.3%   14.1%
  182  100.0%   32.9%   26.7%   14.4%
  181  100.0%   33.7%   27.5%   15.2%
  180  100.0%   34.3%   28.0%   15.8%
  179  100.0%   34.9%   28.4%   16.4%
  178  100.0%   36.0%   29.3%   17.6%
  177  100.0%   36.8%   29.9%   18.6%
  176  100.0%   38.6%   31.3%   21.0%
  175  100.0%   39.2%   31.6%   21.8%
  174  100.0%   39.6%   32.0%   22.0%
  173  100.0%   40.1%   32.3%   22.2%
  172  100.0%   40.8%   32.8%   22.5%
  171  100.0%   41.1%   33.7%   23.7%
  170  100.0%   41.4%   34.2%   24.1%
  169  100.0%   42.4%   34.9%   25.6%
  168  100.0%   42.9%   35.2%   26.2%
  167  100.0%   43.8%   35.7%   27.3%
  166  100.0%   45.5%   37.0%   29.8%
  165  100.0%   46.1%   37.4%   30.9%
  164  100.0%   46.3%   37.8%   31.4%
  163  100.0%   47.1%   38.2%   32.3%
  162  100.0%   47.4%   38.5%   32.6%
  161  100.0%   47.9%   39.0%   33.0%
  160  100.0%   48.4%   39.6%   33.8%
  159  100.0%   48.7%   40.0%   34.2%
  158  100.0%   49.0%   40.3%   34.5%
  157  100.0%   50.4%   41.2%   35.3%
  156  100.0%   51.8%   42.0%   36.8%
  155  100.0%   52.3%   42.5%   37.6%
  154  100.0%   53.9%   43.5%   39.7%
  153  100.0%   55.4%   44.5%   42.1%
  152  100.0%   55.9%   45.0%   43.3%
  151  100.0%   56.6%   45.5%   43.9%
  150  100.0%   57.4%   46.1%   44.4%
  149  100.0%   58.1%   46.5%   44.9%
  148  100.0%   58.5%   46.8%   45.3%
  147  100.0%   59.0%   47.2%   45.7%
  146  100.0%   59.8%   47.9%   46.4%
  145  100.0%   60.1%   48.9%   47.4%
  144  100.0%   60.2%   49.2%   47.7%
  143  100.0%   60.9%   49.6%   48.4%
  142  100.0%   62.4%   50.2%   49.1%
  141  100.0%   63.2%   50.5%   49.5%
  140  100.0%   63.4%   51.2%   50.3%
  139  100.0%   63.6%   51.5%   50.6%
  138  100.0%   65.2%   53.0%   52.1%
  137  100.0%   65.6%   53.6%   52.7%
  136  100.0%   67.5%   54.3%   53.4%
  135  100.0%   68.6%   55.0%   54.1%
  134  100.0%   69.0%   55.2%   54.3%
  133  100.0%   69.2%   55.6%   54.7%
  132  100.0%   69.6%   56.0%   55.1%
  131  100.0%   70.4%   56.4%   55.5%
  130  100.0%   70.5%   56.8%   55.9%
  129  100.0%   70.7%   57.0%   56.1%
  128  100.0%   71.3%   57.4%   56.5%
  127  100.0%   71.6%   57.7%   56.8%
  126  100.0%   71.8%   58.0%   57.1%
  125  100.0%   72.0%   58.1%   57.2%
  124  100.0%   72.1%   58.3%   57.5%
  123  100.0%   72.4%   58.5%   57.6%
  122  100.0%   72.9%   58.8%   57.9%
  121  100.0%   73.8%   59.3%   58.4%
  120  100.0%   75.1%   59.9%   59.1%
  119  100.0%   76.2%   60.5%   59.7%
  118  100.0%   77.0%   61.2%   60.5%
  117  100.0%   77.2%   61.5%   60.8%
  116  100.0%   77.4%   62.1%   61.4%
  115  100.0%   77.7%   62.4%   61.7%
  114  100.0%   78.0%   62.6%   61.9%
  113  100.0%   78.4%   62.8%   62.1%
  112  100.0%   78.6%   63.0%   62.4%
  111  100.0%   79.2%   63.4%   62.8%
  110  100.0%   79.6%   63.6%   63.0%
  109  100.0%   79.8%   63.8%   63.2%
  108  100.0%   80.1%   63.9%   63.4%
  107  100.0%   80.5%   64.3%   63.7%
  106  100.0%   80.6%   64.6%   64.1%
  105  100.0%   81.1%   64.8%   64.3%
  104  100.0%   81.2%   65.0%   64.5%
  103  100.0%   81.5%   65.2%   64.7%
  102  100.0%   82.1%   65.5%   65.0%
  101  100.0%   82.3%   65.7%   65.2%
  100  100.0%   82.6%   65.9%   65.5%
   99  100.0%   83.2%   66.3%   65.9%
   98  100.0%   83.9%   66.6%   66.2%
   97  100.0%   84.2%   66.8%   66.3%
   96  100.0%   84.9%   67.1%   66.7%
   95  100.0%   85.1%   67.2%   66.8%
   94  100.0%   85.7%   67.5%   67.2%
   93  100.0%   86.5%   67.8%   67.5%
   92  100.0%   87.2%   68.2%   67.9%
   91  100.0%   88.0%   68.4%   68.2%
   90  100.0%   88.5%   68.6%   68.4%
   89  100.0%   89.4%   68.8%   68.6%
   88  100.0%   89.5%   69.0%   68.7%
   87  100.0%   89.8%   69.3%   69.1%
   86  100.0%   90.1%   69.5%   69.3%
   85  100.0%   90.4%   69.7%   69.5%
   84  100.0%   90.7%   70.0%   69.8%
   83  100.0%   90.9%   70.2%   70.0%
   82  100.0%   91.1%   70.3%   70.1%
   81  100.0%   91.2%   70.6%   70.3%
   80  100.0%   91.3%   70.8%   70.6%
   79  100.0%   91.5%   71.0%   70.8%
   78  100.0%   91.6%   71.3%   71.1%
   77  100.0%   91.7%   71.6%   71.4%
   76  100.0%   91.7%   71.8%   71.5%
   75  100.0%   92.1%   72.1%   71.8%
   74  100.0%   92.3%   72.3%   72.1%
   73  100.0%   92.6%   72.8%   72.5%
   72  100.0%   92.9%   73.1%   72.9%
   71  100.0%   93.1%   73.5%   73.3%
   70  100.0%   93.3%   73.9%   73.7%
   69  100.0%   93.4%   74.2%   74.0%
   68  100.0%   93.4%   74.7%   74.5%
   67  100.0%   93.5%   75.0%   74.8%
   66  100.0%   93.5%   75.2%   75.0%
   65  100.0%   93.5%   75.6%   75.4%
   64  100.0%   93.5%   76.1%   76.0%
   63  100.0%   93.6%   76.4%   76.2%
   62  100.0%   93.6%   76.8%   76.6%
   61  100.0%   93.7%   77.2%   77.0%
   60  100.0%   93.7%   77.5%   77.3%
   59  100.0%   93.7%   77.9%   77.7%
   58  100.0%   93.8%   78.4%   78.1%
   57  100.0%   93.8%   79.0%   78.8%
   56  100.0%   93.8%   79.2%   79.0%
