    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
  236     3868     1256      310       45   12.07%    3.92%    0.97%    0.14%
  235     4098     1358      361       52   12.79%    4.24%    1.13%    0.16%
  234     4364     1493      420       61   13.62%    4.66%    1.31%    0.19%
  233     4634     1602      457       72   14.46%    5.00%    1.43%    0.22%
  232     4888     1754      512       85   15.25%    5.47%    1.60%    0.27%
  231     5187     1890      567       95   16.18%    5.90%    1.77%    0.30%
  230     5423     2008      608      103   16.92%    6.27%    1.90%    0.32%
  229     5655     2123      654      118   17.64%    6.62%    2.04%    0.37%
  228     5983     2304      751      154   18.67%    7.19%    2.34%    0.48%
  227     6291     2461      834      184   19.63%    7.68%    2.60%    0.57%
  226     6574     2665      931      220   20.51%    8.32%    2.90%    0.69%
  225     6932     2872     1029      259   21.63%    8.96%    3.21%    0.81%
  224     7259     3054     1108      286   22.65%    9.53%    3.46%    0.89%
  223     7639     3291     1218      330   23.84%   10.27%    3.80%    1.03%
  222     7979     3511     1345      366   24.90%   10.96%    4.20%    1.14%
  221     8347     3771     1487      421   26.04%   11.77%    4.64%    1.31%
  220     8674     3962     1573      455   27.06%   12.36%    4.91%    1.42%
  219     9045     4269     1716      498   28.22%   13.32%    5.35%    1.55%
  218     9298     4455     1795      526   29.01%   13.90%    5.60%    1.64%
  217     9679     4761     1960      611   30.20%   14.86%    6.12%    1.91%
  216     9979     4992     2071      649   31.14%   15.58%    6.46%    2.03%
  215    10346     5294     2255      725   32.28%   16.52%    7.04%    2.26%
  214    10578     5502     2401      804   33.01%   17.17%    7.49%    2.51%
  213    10848     5760     2563      863   33.85%   17.97%    8.00%    2.69%
  212    11094     5975     2712      953   34.62%   18.64%    8.46%    2.97%
  211    11425     6316     2928     1064   35.65%   19.71%    9.14%    3.32%
  210    11818     6744     3200     1195   36.87%   21.04%    9.98%    3.73%
  209    12116     6997     3394     1289   37.80%   21.83%   10.59%    4.02%
  208    12490     7376     3707     1454   38.97%   23.01%   11.57%    4.54%
  207    12721     7614     3893     1593   39.69%   23.76%   12.15%    4.97%
  206    12982     7890     4116     1749   40.51%   24.62%   12.84%    5.46%
  205    13349     8306     4467     1910   41.65%   25.92%   13.94%    5.96%
  204    13643     8618     4727     2078   42.57%   26.89%   14.75%    6.48%
  203    13878     8892     4949     2212   43.30%   27.75%   15.44%    6.90%
  202    14047     9089     5100     2326   43.83%   28.36%   15.91%    7.26%
  201    14279     9339     5301     2454   44.55%   29.14%   16.54%    7.66%
  200    14511     9609     5529     2608   45.28%   29.98%   17.25%    8.14%
  199    14769     9835     5754     2743   46.08%   30.69%   17.95%    8.56%
  198    15145    10245     6115     3007   47.26%   31.97%   19.08%    9.38%
  197    15406    10528     6345     3188   48.07%   32.85%   19.80%    9.95%
  196    15611    10746     6558     3339   48.71%   33.53%   20.46%   10.42%
  195    15830    11055     6829     3600   49.39%   34.49%   21.31%   11.23%
  194    16091    11389     7133     3802   50.21%   35.54%   22.26%   11.86%
  193    16424    11766     7496     4061   51.25%   36.71%   23.39%   12.67%
  192    16668    12050     7798     4255   52.01%   37.60%   24.33%   13.28%
  191    16888    12308     8084     4430   52.69%   38.40%   25.22%   13.82%
  190    17045    12536     8318     4607   53.18%   39.12%   25.95%   14.37%
  189    17299    12876     8646     4853   53.98%   40.18%   26.98%   15.14%
  188    17460    13101     8878     5044   54.48%   40.88%   27.70%   15.74%
  187    17702    13429     9278     5333   55.23%   41.90%   28.95%   16.64%
  186    17872    13618     9535     5527   55.76%   42.49%   29.75%   17.25%
  185    18006    13764     9711     5685   56.18%   42.95%   30.30%   17.74%
  184    18131    13930     9874     5847   56.57%   43.46%   30.81%   18.24%
  183    18304    14090    10066     6029   57.11%   43.96%   31.41%   18.81%
  182    18516    14424    10457     6317   57.77%   45.01%   32.63%   19.71%
  181    18729    14670    10734     6550   58.44%   45.77%   33.49%   20.44%
  180    18902    14890    10990     6776   58.98%   46.46%   34.29%   21.14%
  179    19152    15190    11406     7043   59.76%   47.40%   35.59%   21.98%
  178    19314    15414    11634     7262   60.26%   48.10%   36.30%   22.66%
  177    19483    15633    11934     7481   60.79%   48.78%   37.24%   23.34%
  176    19602    15765    12129     7671   61.16%   49.19%   37.85%   23.94%
  175    19705    15898    12263     7824   61.48%   49.61%   38.26%   24.41%
  174    19817    16042    12455     8055   61.83%   50.05%   38.86%   25.13%
  173    19928    16169    12609     8220   62.18%   50.45%   39.34%   25.65%
  172    20043    16329    12796     8399   62.54%   50.95%   39.93%   26.21%
  171    20160    16466    12937     8539   62.90%   51.38%   40.37%   26.64%
  170    20286    16633    13147     8702   63.30%   51.90%   41.02%   27.15%
  169    20434    16876    13431     8903   63.76%   52.66%   41.91%   27.78%
  168    20618    17100    13689     9095   64.33%   53.36%   42.71%   28.38%
  167    20748    17221    13844     9240   64.74%   53.73%   43.20%   28.83%
  166    20921    17408    14053     9429   65.28%   54.32%   43.85%   29.42%
  165    21049    17583    14231     9615   65.68%   54.86%   44.40%   30.00%
  164    21146    17742    14442     9854   65.98%   55.36%   45.06%   30.75%
  163    21258    17868    14623    10061   66.33%   55.75%   45.63%   31.39%
  162    21363    18002    14769    10251   66.66%   56.17%   46.08%   31.99%
  161    21435    18107    14911    10388   66.88%   56.50%   46.53%   32.41%
  160    21542    18215    15047    10529   67.22%   56.83%   46.95%   32.85%
  159    21646    18339    15202    10683   67.54%   57.22%   47.43%   33.33%
  158    21772    18477    15355    10836   67.93%   57.65%   47.91%   33.81%
  157    21871    18581    15469    10977   68.24%   57.98%   48.27%   34.25%
  156    21963    18676    15591    11140   68.53%   58.27%   48.65%   34.76%
  155    22119    18852    15783    11304   69.02%   58.82%   49.25%   35.27%
  154    22266    19032    15997    11466   69.47%   59.38%   49.91%   35.78%
  153    22359    19152    16138    11629   69.77%   59.76%   50.35%   36.29%
  152    22469    19279    16338    11917   70.11%   60.15%   50.98%   37.18%
  151    22565    19412    16483    12094   70.41%   60.57%   51.43%   37.74%
  150    22654    19504    16613    12234   70.69%   60.86%   51.84%   38.17%
  149    22749    19610    16747    12363   70.98%   61.19%   52.25%   38.58%
  148    22828    19699    16850    12475   71.23%   61.47%   52.58%   38.92%
  147    22909    19786    16998    12600   71.48%   61.74%   53.04%   39.31%
  146    22983    19884    17131    12746   71.71%   62.04%   53.45%   39.77%
  145    23058    19981    17259    12856   71.95%   62.35%   53.85%   40.11%
  144    23178    20118    17416    13016   72.32%   62.77%   54.34%   40.61%
  143    23274    20233    17598    13168   72.62%   63.13%   54.91%   41.09%
  142    23370    20365    17740    13312   72.92%   63.54%   55.35%   41.54%
  141    23457    20474    17850    13436   73.19%   63.88%   55.70%   41.92%
  140    23529    20544    17927    13525   73.42%   64.10%   55.94%   42.20%
  139    23581    20613    17984    13611   73.58%   64.32%   56.11%   42.47%
  138    23656    20697    18099    13765   73.81%   64.58%   56.47%   42.95%
  137    23752    20783    18201    13867   74.11%   64.85%   56.79%   43.27%
  136    23827    20842    18274    13950   74.35%   65.03%   57.02%   43.53%
  135    23893    20910    18351    14049   74.55%   65.24%   57.26%   43.84%
  134    23976    21007    18452    14162   74.81%   65.55%   57.57%   44.19%
  133    24057    21091    18549    14287   75.06%   65.81%   57.88%   44.58%
  132    24125    21183    18651    14438   75.28%   66.10%   58.20%   45.05%
  131    24179    21257    18740    14676   75.44%   66.33%   58.47%   45.79%
  130    24293    21329    18823    14777   75.80%   66.55%   58.73%   46.11%
  129    24366    21409    18914    14889   76.03%   66.80%   59.02%   46.46%
  128    24458    21529    19062    15077   76.31%   67.18%   59.48%   47.04%
  127    24526    21614    19164    15201   76.53%   67.44%   59.80%   47.43%
  126    24623    21736    19320    15484   76.83%   67.82%   60.28%   48.31%
  125    24682    21799    19374    15542   77.01%   68.02%   60.45%   48.49%
  124    24761    21862    19441    15616   77.26%   68.21%   60.66%   48.73%
  123    24843    21926    19532    15698   77.52%   68.41%   60.94%   48.98%
  122    24907    21998    19600    15792   77.72%   68.64%   61.16%   49.27%
  121    24968    22062    19663    15847   77.91%   68.84%   61.35%   49.45%
  120    25065    22135    19740    15934   78.21%   69.07%   61.59%   49.72%
  119    25147    22206    19811    16004   78.46%   69.29%   61.81%   49.94%
  118    25230    22290    19919    16126   78.72%   69.55%   62.15%   50.32%
  117    25321    22367    20002    16216   79.01%   69.79%   62.41%   50.60%
  116    25395    22438    20066    16297   79.24%   70.01%   62.61%   50.85%
  115    25487    22531    20133    16421   79.53%   70.30%   62.82%   51.24%
  114    25561    22592    20211    16512   79.76%   70.49%   63.06%   51.52%
  113    25648    22682    20298    16618   80.03%   70.77%   63.33%   51.85%
  112    25742    22788    20412    16741   80.32%   71.10%   63.69%   52.24%
  111    25808    22850    20477    16797   80.53%   71.30%   63.89%   52.41%
  110    25881    22934    20552    16889   80.75%   71.56%   64.13%   52.70%
  109    25981    23025    20628    16974   81.07%   71.84%   64.36%   52.96%
  108    26066    23106    20720    17051   81.33%   72.10%   64.65%   53.20%
  107    26124    23167    20764    17110   81.51%   72.29%   64.79%   53.39%
  106    26230    23237    20835    17202   81.84%   72.50%   65.01%   53.67%
  105    26321    23306    20913    17279   82.13%   72.72%   65.25%   53.91%
  104    26425    23394    21012    17392   82.45%   72.99%   65.56%   54.27%
  103    26522    23467    21095    17473   82.75%   73.22%   65.82%   54.52%
  102    26597    23538    21161    17544   82.99%   73.44%   66.03%   54.74%
  101    26704    23632    21247    17656   83.32%   73.74%   66.30%   55.09%
  100    26798    23718    21344    17747   83.62%   74.01%   66.60%   55.37%
   99    26886    23791    21399    17808   83.89%   74.23%   66.77%   55.56%
   98    26973    23870    21474    17885   84.16%   74.48%   67.00%   55.81%
   97    27073    23955    21544    17954   84.47%   74.74%   67.22%   56.02%
   96    27168    24019    21603    18021   84.77%   74.94%   67.41%   56.23%
   95    27258    24135    21729    18126   85.05%   75.31%   67.80%   56.56%
   94    27337    24211    21806    18208   85.30%   75.54%   68.04%   56.81%
   93    27453    24312    21933    18356   85.66%   75.86%   68.44%   57.27%
   92    27538    24397    22002    18427   85.92%   76.12%   68.65%   57.50%
   91    27646    24501    22093    18531   86.26%   76.45%   68.94%   57.82%
   90    27739    24599    22169    18612   86.55%   76.75%   69.17%   58.07%
   89    27847    24701    22276    18725   86.89%   77.07%   69.51%   58.43%
   88    27958    24785    22372    18830   87.24%   77.33%   69.81%   58.75%
   87    28051    24879    22447    18933   87.53%   77.63%   70.04%   59.08%
   86    28134    24974    22507    19024   87.78%   77.92%   70.23%   59.36%
   85    28233    25081    22580    19127   88.09%   78.26%   70.45%   59.68%
   84    28349    25177    22674    19225   88.46%   78.56%   70.75%   59.99%
   83    28450    25275    22775    19320   88.77%   78.86%   71.06%   60.28%
   82    28545    25383    22862    19430   89.07%   79.20%   71.33%   60.63%
   81    28650    25485    22950    19526   89.39%   79.52%   71.61%   60.93%
   80    28777    25604    23076    19666   89.79%   79.89%   72.00%   61.36%
   79    28895    25690    23158    19756   90.16%   80.16%   72.26%   61.64%
   78    28994    25796    23287    19891   90.47%   80.49%   72.66%   62.06%
   77    29118    25901    23418    20072   90.85%   80.82%   73.07%   62.63%
   76    29236    25998    23530    20243   91.22%   81.12%   73.42%   63.16%
   75    29343    26125    23656    20399   91.56%   81.52%   73.81%   63.65%
   74    29445    26252    23802    20615   91.87%   81.91%   74.27%   64.32%
   73    29555    26403    23924    20846   92.22%   82.38%   74.65%   65.04%
   72    29660    26561    24099    21137   92.55%   82.88%   75.19%   65.95%
   71    29768    26694    24248    21350   92.88%   83.29%   75.66%   66.62%
   70    29883    26831    24412    21543   93.24%   83.72%   76.17%   67.22%
   69    30009    26930    24577    21755   93.63%   84.03%   76.69%   67.88%
   68    30078    27052    24684    21904   93.85%   84.41%   77.02%   68.35%
   67    30200    27190    24866    22106   94.23%   84.84%   77.59%   68.98%
   66    30287    27292    24956    22219   94.50%   85.16%   77.87%   69.33%
   65    30345    27421    25092    22378   94.68%   85.56%   78.29%   69.82%
   64    30405    27615    25341    22681   94.87%   86.16%   79.07%   70.77%
   63    30461    27760    25513    22900   95.05%   86.62%   79.61%   71.45%
   62    30522    27908    25679    23117   95.24%   87.08%   80.12%   72.13%
   61    30590    28055    25859    23366   95.45%   87.54%   80.69%   72.91%
   60    30623    28207    26039    23618   95.55%   88.01%   81.25%   73.69%
   59    30661    28372    26191    23779   95.67%   88.53%   81.72%   74.20%
   58    30699    28533    26382    23951   95.79%   89.03%   82.32%   74.73%
   57    30737    28665    26559    24110   95.91%   89.44%   82.87%   75.23%
   56    30819    28727    26582    24160   96.16%   89.63%   82.94%   75.38%
   55    30874    28783    26629    24223   96.33%   89.81%   83.09%   75.58%
   54    30897    28847    26729    24462   96.41%   90.01%   83.40%   76.33%
   53    30919    28881    26752    24525   96.47%   90.12%   83.47%   76.52%
   52    30943    28938    26840    24650   96.55%   90.29%   83.75%   76.91%
   51    30966    29009    26941    24761   96.62%   90.51%   84.06%   77.26%
   50    30993    29076    27147    25061   96.71%   90.72%   84.70%   78.20%
   49    31037    29143    27373    25391   96.84%   90.93%   85.41%   79.23%
   48    31087    29207    27640    25740   97.00%   91.13%   86.24%   80.31%
   47    31121    29258    27748    25889   97.10%   91.29%   86.58%   80.78%
   46    31148    29296    27802    25997   97.19%   91.41%   86.75%   81.12%
   45    31175    29331    27854    26072   97.27%   91.52%   86.91%   81.35%
   44    31203    29371    27941    26190   97.36%   91.64%   87.18%   81.72%
   43    31278    29403    27988    26268   97.59%   91.74%   87.33%   81.96%
   42    31306    29449    28181    26578   97.68%   91.89%   87.93%   82.93%
   41    31340    29471    28349    26805   97.79%   91.96%   88.46%   83.64%
   40    31376    29496    28421    26981   97.90%   92.03%   88.68%   84.19%
   39    31471    29596    28464    27016   98.20%   92.35%   88.81%   84.30%
   38    31519    29650    28563    27279   98.35%   92.51%   89.12%   85.12%
   37    31550    29690    28670    27566   98.44%   92.64%   89.46%   86.01%
   36    31589    29726    28705    27855   98.56%   92.75%   89.57%   86.91%
   35    31644    29986    28753    27883   98.74%   93.56%   89.72%   87.00%
   34    31666    30007    28771    27935   98.80%   93.63%   89.77%   87.16%
   33    31682    30034    28814    28006   98.85%   93.71%   89.91%   87.38%
   32    31699    30059    28837    28047   98.91%   93.79%   89.98%   87.51%
   31    31734    30088    28869    28099   99.02%   93.88%   90.08%   87.68%
   30    31751    30110    28887    28132   99.07%   93.95%   90.13%   87.78%
   29    31776    30135    28911    28160   99.15%   94.03%   90.21%   87.87%
   28    31791    30157    28925    28181   99.19%   94.10%   90.25%   87.93%
   27    31811    30551    29054    28231   99.26%   95.33%   90.65%   88.09%
   26    31842    30627    29128    28460   99.35%   95.56%   90.89%   88.80%
   25    31862    30663    29171    28528   99.42%   95.68%   91.02%   89.01%
   24    31883    30697    29208    28584   99.48%   95.78%   91.14%   89.19%
   23    31906    30732    29236    28639   99.55%   95.89%   91.22%   89.36%
   22    31933    31122    29466    28746   99.64%   97.11%   91.94%   89.69%
   21    31958    31412    29778    28840   99.72%   98.01%   92.91%   89.99%
   20    31980    31431    29787    28843   99.78%   98.07%   92.94%   90.00%
   19    31993    31461    29829    28860   99.83%   98.17%   93.07%   90.05%
   18    32015    31624    30183    28944   99.89%   98.67%   94.18%   90.31%
   17    32026    31659    30215    28971   99.93%   98.78%   94.28%   90.40%
   16    32040    31740    30709    29174   99.97%   99.04%   95.82%   91.03%
   15    32045    31768    30753    29222   99.99%   99.12%   95.96%   91.18%
   14    32047    31801    30795    29268   99.99%   99.23%   96.09%   91.32%
   13    32047    31843    30893    29305   99.99%   99.36%   96.39%   91.44%
   12    32049    31898    31194    29380  100.00%   99.53%   97.33%   91.67%
   11    32049    31934    31249    29430  100.00%   99.64%   97.50%   91.83%
   10    32049    31980    31464    29537  100.00%   99.78%   98.17%   92.16%
    9    32049    32013    31747    30618  100.00%   99.89%   99.06%   95.53%
    8    32049    32037    31802    30636  100.00%   99.96%   99.23%   95.59%
    7    32049    32049    31878    30741  100.00%  100.00%   99.47%   95.92%
    6    32049    32049    31915    30760  100.00%  100.00%   99.58%   95.98%
    5    32049    32049    31982    30826  100.00%  100.00%   99.79%   96.18%
    4    32049    32049    32049    31030  100.00%  100.00%  100.00%   96.82%
    3    32049    32049    32049    31112  100.00%  100.00%  100.00%   97.08%
    2    32049    32049    32049    32049  100.00%  100.00%  100.00%  100.00%
    1    32049    32049    32049    32049  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  301  100.0%    0.0%    0.0%    0.0%
  273  100.0%    0.0%    0.0%    0.0%
  271  100.0%    0.0%    0.0%    0.0%
  270  100.0%    0.0%    0.0%    0.0%
  268  100.0%    0.0%    0.0%    0.0%
  266  100.0%    0.0%    0.0%    0.0%
  265  100.0%    0.0%    0.0%    0.0%
  264  100.0%    0.0%    0.0%    0.0%
  263  100.0%    0.0%    0.0%    0.0%
  262  100.0%    0.0%    0.0%    0.0%
  261  100.0%    0.0%    0.0%    0.0%
  260  100.0%    0.0%    0.0%    0.0%
  259  100.0%    0.0%    0.0%    0.0%
  258  100.0%    0.0%    0.0%    0.0%
  257  100.0%    0.0%    0.0%    0.0%
  255  100.0%    0.1%    0.0%    0.0%
  254  100.0%    0.1%    0.0%    0.0%
  253  100.0%    0.1%    0.0%    0.0%
  252  100.0%    0.1%    0.0%    0.0%
  251  100.0%    0.1%    0.0%    0.0%
  250  100.0%    0.2%    0.1%    0.0%
  249  100.0%    0.2%    0.1%    0.0%
  248  100.0%    0.2%    0.1%    0.0%
  247  100.0%    0.2%    0.1%    0.0%
  246  100.0%    0.3%    0.1%    0.0%
  245  100.0%    0.3%    0.2%    0.0%
  244  100.0%    0.3%    0.2%    0.0%
  243  100.0%    0.4%    0.2%    0.0%
  242  100.0%    0.4%    0.2%    0.0%
  241  100.0%    0.4%    0.2%    0.0%
  240  100.0%    0.5%    0.3%    0.0%
  239  100.0%    0.6%    0.3%    0.0%
  238  100.0%    0.6%    0.3%    0.0%
  237  100.0%    0.7%    0.4%    0.0%
  236  100.0%    0.7%    0.4%    0.0%
  235  100.0%    0.8%    0.4%    0.0%
  234  100.0%    0.9%    0.5%    0.0%
  233  100.0%    1.0%    0.5%    0.1%
  232  100.0%    1.1%    0.6%    0.1%
  231  100.0%    1.2%    0.7%    0.1%
  230  100.0%    1.3%    0.7%    0.1%
  229  100.0%    1.4%    0.8%    0.1%
  228  100.0%    1.5%    0.8%    0.1%
  227  100.0%    1.8%    1.0%    0.1%
  226  100.0%    2.0%    1.1%    0.2%
  225  100.0%    2.2%    1.2%    0.2%
  224  100.0%    2.5%    1.4%    0.2%
  223  100.0%    2.7%    1.5%    0.3%
  222  100.0%    2.9%    1.6%    0.3%
  221  100.0%    3.2%    1.8%    0.4%
  220  100.0%    3.6%    2.0%    0.4%
  219  100.0%    3.7%    2.1%    0.5%
  218  100.0%    4.0%    2.3%    0.5%
  217  100.0%    4.2%    2.4%    0.5%
  216  100.0%    4.6%    2.7%    0.6%
  215  100.0%    4.9%    2.8%    0.7%
  214  100.0%    5.2%    3.1%    0.8%
  213  100.0%    5.6%    3.3%    0.8%
  212  100.0%    6.0%    3.5%    0.9%
  211  100.0%    6.4%    3.8%    1.0%
  210  100.0%    6.9%    4.2%    1.3%
  209  100.0%    7.5%    4.6%    1.5%
  208  100.0%    8.0%    4.9%    1.7%
  207  100.0%    8.8%    5.4%    2.0%
  206  100.0%    9.1%    5.9%    2.3%
  205  100.0%    9.5%    6.4%    2.4%
  204  100.0%   10.3%    7.1%    2.7%
  203  100.0%   11.0%    7.5%    3.0%
  202  100.0%   11.6%    8.0%    3.1%
  201  100.0%   11.9%    8.4%    3.2%
  200  100.0%   12.4%    8.8%    3.4%
  199  100.0%   13.1%    9.3%    3.6%
  198  100.0%   13.7%    9.7%    3.8%
  197  100.0%   14.5%   10.5%    4.2%
  196  100.0%   15.3%   11.0%    4.5%
  195  100.0%   16.0%   11.4%    4.7%
  194  100.0%   17.0%   12.1%    5.3%
  193  100.0%   17.6%   12.6%    5.7%
  192  100.0%   18.4%   13.5%    6.3%
  191  100.0%   19.2%   14.0%    6.8%
  190  100.0%   20.0%   14.5%    7.2%
  189  100.0%   20.7%   15.0%    7.5%
  188  100.0%   21.6%   15.7%    8.0%
  187  100.0%   22.3%   16.2%    8.5%
  186  100.0%   23.2%   17.2%    9.2%
  185  100.0%   24.1%   17.7%    9.7%
  184  100.0%   24.6%   18.2%   10.0%
  183  100.0%   25.1%   18.7%   10.2%
  182  100.0%   25.7%   19.1%   10.6%
  181  100.0%   26.7%   20.1%   11.4%
  180  100.0%   27.5%   20.7%   12.1%
  179  100.0%   28.4%   21.3%   12.7%
  178  100.0%   29.4%   22.2%   13.7%
  177  100.0%   30.4%   22.8%   14.7%
  176  100.0%   31.5%   23.5%   15.7%
  175  100.0%   31.9%   24.1%   16.2%
  174  100.0%   32.4%   24.6%   16.6%
  173  100.0%   33.1%   25.3%   17.2%
  172  100.0%   33.7%   25.8%   17.7%
  171  100.0%   34.3%   26.3%   18.5%
  170  100.0%   34.7%   26.7%   18.9%
  169  100.0%   35.6%   27.2%   20.0%
  168  100.0%   36.6%   27.8%   21.1%
  167  100.0%   37.7%   28.4%   22.5%
  166  100.0%   38.4%   28.9%   23.1%
  165  100.0%   39.2%   29.4%   24.0%
  164  100.0%   40.0%   30.0%   24.8%
  163  100.0%   41.2%   30.8%   25.9%
  162  100.0%   41.8%   31.4%   26.7%
  161  100.0%   42.1%   32.0%   27.2%
  160  100.0%   42.4%   32.4%   27.7%
  159  100.0%   42.7%   32.8%   28.1%
  158  100.0%   43.2%   33.3%   28.6%
  157  100.0%   43.9%   33.8%   29.1%
  156  100.0%   44.2%   34.2%   29.6%
  155  100.0%   44.5%   34.7%   30.0%
  154  100.0%   45.6%   35.2%   31.1%
  153  100.0%   46.9%   35.8%   32.4%
  152  100.0%   47.3%   36.2%   33.1%
  151  100.0%   48.2%   37.2%   34.0%
  150  100.0%   48.8%   37.7%   34.6%
  149  100.0%   49.4%   38.1%   35.0%
  148  100.0%   49.9%   38.5%   35.6%
  147  100.0%   50.4%   38.9%   36.2%
  146  100.0%   50.9%   39.3%   36.8%
  145  100.0%   51.3%   39.7%   37.2%
  144  100.0%   51.7%   40.0%   37.7%
  143  100.0%   53.1%   40.6%   38.7%
  142  100.0%   54.5%   41.0%   39.3%
  141  100.0%   56.1%   41.5%   39.9%
  140  100.0%   56.8%   41.9%   40.4%
  139  100.0%   57.2%   42.2%   40.6%
  138  100.0%   57.7%   42.4%   40.9%
  137  100.0%   58.1%   42.9%   41.4%
  136  100.0%   58.6%   43.2%   41.7%
  135  100.0%   58.9%   43.5%   42.0%
  134  100.0%   59.3%   43.8%   42.4%
  133  100.0%   59.8%   44.1%   42.8%
  132  100.0%   60.1%   44.5%   43.2%
  131  100.0%   60.4%   45.0%   43.7%
  130  100.0%   60.7%   45.7%   44.4%
  129  100.0%   61.1%   46.0%   44.8%
  128  100.0%   61.4%   46.4%   45.1%
  127  100.0%   62.3%   47.0%   45.8%
  126  100.0%   62.7%   47.3%   46.2%
  125  100.0%   63.5%   48.2%   47.1%
  124  100.0%   63.7%   48.4%   47.2%
  123  100.0%   64.0%   48.6%   47.5%
  122  100.0%   64.3%   48.9%   47.7%
  121  100.0%   64.4%   49.2%   48.0%
  120  100.0%   64.6%   49.3%   48.1%
  119  100.0%   64.8%   49.6%   48.4%
  118  100.0%   65.0%   49.7%   48.6%
  117  100.0%   65.2%   50.1%   49.0%
  116  100.0%   65.5%   50.3%   49.2%
  115  100.0%   65.7%   50.5%   49.4%
  114  100.0%   66.0%   50.8%   49.8%
  113  100.0%   66.2%   51.1%   50.0%
  112  100.0%   66.7%   51.4%   50.4%
  111  100.0%   67.1%   51.7%   50.7%
  110  100.0%   67.4%   51.8%   50.9%
  109  100.0%   67.8%   52.1%   51.1%
  108  100.0%   68.2%   52.3%   51.3%
  107  100.0%   68.6%   52.5%   51.5%
  106  100.0%   68.8%   52.6%   51.6%
  105  100.0%   69.1%   52.9%   51.9%
  104  100.0%   69.3%   53.1%   52.1%
  103  100.0%   69.7%   53.4%   52.4%
  102  100.0%   70.0%   53.6%   52.6%
  101  100.0%   70.3%   53.7%   52.8%
  100  100.0%   70.6%   54.0%   53.1%
   99  100.0%   71.0%   54.3%   53.3%
   98  100.0%   71.4%   54.4%   53.5%
   97  100.0%   71.8%   54.6%   53.7%
   96  100.0%   72.7%   54.8%   53.8%
   95  100.0%   73.0%   55.0%   54.0%
   94  100.0%   73.7%   55.2%   54.2%
   93  100.0%   74.1%   55.4%   54.4%
   92  100.0%   74.7%   55.8%   54.8%
   91  100.0%   75.1%   56.0%   55.0%
   90  100.0%   75.7%   56.2%   55.2%
   89  100.0%   76.2%   56.4%   55.5%
   88  100.0%   76.7%   56.6%   55.7%
   87  100.0%   77.3%   56.9%   55.9%
   86  100.0%   78.0%   57.1%   56.2%
   85  100.0%   78.6%   57.3%   56.4%
   84  100.0%   79.6%   57.5%   56.6%
   83  100.0%   80.4%   57.7%   56.8%
   82  100.0%   80.9%   57.9%   57.0%
   81  100.0%   81.2%   58.2%   57.2%
   80  100.0%   81.4%   58.4%   57.4%
   79  100.0%   81.6%   58.7%   57.7%
   78  100.0%   81.9%   58.8%   57.8%
   77  100.0%   82.5%   59.1%   58.1%
   76  100.0%   83.2%   59.6%   58.5%
   75  100.0%   84.2%   59.9%   58.9%
   74  100.0%   84.8%   60.3%   59.3%
   73  100.0%   85.6%   60.8%   59.7%
   72  100.0%   86.5%   61.2%   60.1%
   71  100.0%   86.9%   62.1%   61.1%
   70  100.0%   87.0%   62.7%   61.6%
   69  100.0%   87.2%   63.1%   62.0%
   68  100.0%   87.5%   63.7%   62.5%
   67  100.0%   87.7%   64.0%   62.9%
   66  100.0%   87.8%   64.5%   63.3%
   65  100.0%   87.9%   64.7%   63.5%
   64  100.0%   88.0%   65.0%   63.8%
   63  100.0%   88.0%   65.9%   64.6%
   62  100.0%   88.1%   66.6%   65.3%
   61  100.0%   88.2%   67.2%   65.8%
   60  100.0%   88.4%   67.7%   66.3%
   59  100.0%   88.4%   68.4%   67.0%
   58  100.0%   88.5%   68.8%   67.3%
   57  100.0%   88.7%   69.1%   67.6%
   56  100.0%   89.0%   69.4%   67.8%
   55  100.0%   89.0%   69.4%   67.8%
   54  100.0%   89.2%   69.5%   67.9%
   53  100.0%   90.0%   70.2%   68.5%
   52  100.0%   90.2%   70.2%   68.6%
   51  100.0%   90.3%   70.5%   68.9%
   50  100.0%   90.3%   70.8%   69.1%

     32049  Recs (32.0k), 0 too long
     301.0  Avg length
      9.6M  Bases

              Id      Allocs       Frees     Pct         Bytes
----------------  ----------  ----------  ------  ------------
----------------  ----------  ----------  ------  ------------
           Total           0           0    0.0%          0.0b

        37Mb  Curr mem
        37Mb  Peak mem
        0.0b  Total alloc
        0.0b  Total free
        0.0b  Net
        37Mb  +Excess

            Type        Busy        Free         Mem   MaxRefCnt        Gets      Allocs       Frees
----------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------
         SeqInfo           0           0        0.0b           0
        PathInfo           0           0        0.0b           0
     AlignResult           0           0        0.0b           0

Finished Mon Sep 28 17:04:39 2015
Elapsed time 00:00
Max memory 37Mb
