    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
  242    13069     8489     5115     2641   40.78%   26.49%   15.96%    8.24%
  241    13257     8671     5288     2744   41.36%   27.06%   16.50%    8.56%
  240    13488     8914     5514     2890   42.09%   27.81%   17.20%    9.02%
  239    13647     9082     5641     2980   42.58%   28.34%   17.60%    9.30%
  238    13825     9278     5792     3080   43.14%   28.95%   18.07%    9.61%
  237    13986     9436     5912     3171   43.64%   29.44%   18.45%    9.89%
  236    14153     9602     6043     3269   44.16%   29.96%   18.86%   10.20%
  235    14358     9783     6232     3372   44.80%   30.53%   19.45%   10.52%
  234    14493     9922     6364     3451   45.22%   30.96%   19.86%   10.77%
  233    14662    10083     6496     3580   45.75%   31.46%   20.27%   11.17%
  232    14837    10237     6649     3680   46.29%   31.94%   20.75%   11.48%
  231    14982    10365     6791     3753   46.75%   32.34%   21.19%   11.71%
  230    15258    10671     7084     3935   47.61%   33.30%   22.10%   12.28%
  229    15383    10828     7221     4039   48.00%   33.79%   22.53%   12.60%
  228    15568    10994     7368     4133   48.58%   34.30%   22.99%   12.90%
  227    15682    11127     7482     4221   48.93%   34.72%   23.35%   13.17%
  226    15822    11309     7623     4326   49.37%   35.29%   23.79%   13.50%
  225    15950    11470     7738     4439   49.77%   35.79%   24.14%   13.85%
  224    16062    11606     7889     4548   50.12%   36.21%   24.62%   14.19%
  223    16219    11753     8030     4653   50.61%   36.67%   25.06%   14.52%
  222    16368    11904     8170     4765   51.07%   37.14%   25.49%   14.87%
  221    16498    12046     8332     4882   51.48%   37.59%   26.00%   15.23%
  220    16634    12209     8506     5003   51.90%   38.09%   26.54%   15.61%
  219    16774    12346     8651     5105   52.34%   38.52%   26.99%   15.93%
  218    16890    12493     8795     5212   52.70%   38.98%   27.44%   16.26%
  217    17027    12648     8945     5326   53.13%   39.46%   27.91%   16.62%
  216    17158    12764     9103     5440   53.54%   39.83%   28.40%   16.97%
  215    17289    12908     9247     5548   53.95%   40.28%   28.85%   17.31%
  214    17428    13080     9416     5672   54.38%   40.81%   29.38%   17.70%
  213    17563    13231     9591     5805   54.80%   41.28%   29.93%   18.11%
  212    17704    13391     9762     5941   55.24%   41.78%   30.46%   18.54%
  211    17830    13544     9946     6064   55.63%   42.26%   31.03%   18.92%
  210    17947    13690    10091     6172   56.00%   42.72%   31.49%   19.26%
  209    18084    13866    10272     6307   56.43%   43.27%   32.05%   19.68%
  208    18202    14027    10424     6427   56.79%   43.77%   32.53%   20.05%
  207    18351    14203    10620     6578   57.26%   44.32%   33.14%   20.52%
  206    18488    14362    10779     6715   57.69%   44.81%   33.63%   20.95%
  205    18614    14520    10950     6862   58.08%   45.31%   34.17%   21.41%
  204    18727    14680    11116     7000   58.43%   45.80%   34.68%   21.84%
  203    18845    14839    11303     7174   58.80%   46.30%   35.27%   22.38%
  202    18974    15004    11442     7288   59.20%   46.82%   35.70%   22.74%
  201    19064    15141    11574     7405   59.48%   47.24%   36.11%   23.11%
  200    19167    15281    11727     7509   59.81%   47.68%   36.59%   23.43%
  199    19275    15416    11882     7655   60.14%   48.10%   37.07%   23.89%
  198    19392    15560    12031     7763   60.51%   48.55%   37.54%   24.22%
  197    19529    15764    12239     7949   60.93%   49.19%   38.19%   24.80%
  196    19646    15912    12403     8084   61.30%   49.65%   38.70%   25.22%
  195    19750    16036    12572     8249   61.62%   50.04%   39.23%   25.74%
  194    19835    16140    12704     8378   61.89%   50.36%   39.64%   26.14%
  193    19941    16247    12833     8467   62.22%   50.69%   40.04%   26.42%
  192    20041    16366    12948     8585   62.53%   51.07%   40.40%   26.79%
  191    20141    16463    13060     8681   62.84%   51.37%   40.75%   27.09%
  190    20224    16563    13163     8783   63.10%   51.68%   41.07%   27.40%
  189    20333    16690    13291     8879   63.44%   52.08%   41.47%   27.70%
  188    20425    16800    13403     8989   63.73%   52.42%   41.82%   28.05%
  187    20494    16901    13504     9087   63.95%   52.73%   42.14%   28.35%
  186    20577    17000    13600     9186   64.20%   53.04%   42.44%   28.66%
  185    20665    17085    13724     9275   64.48%   53.31%   42.82%   28.94%
  184    20761    17180    13839     9371   64.78%   53.61%   43.18%   29.24%
  183    20862    17293    13932     9434   65.09%   53.96%   43.47%   29.44%
  182    20952    17370    14036     9526   65.37%   54.20%   43.80%   29.72%
  181    21023    17451    14120     9620   65.60%   54.45%   44.06%   30.02%
  180    21116    17540    14216     9721   65.89%   54.73%   44.36%   30.33%
  179    21194    17624    14296     9802   66.13%   54.99%   44.61%   30.58%
  178    21267    17731    14394     9907   66.36%   55.32%   44.91%   30.91%
  177    21379    17836    14501    10016   66.71%   55.65%   45.25%   31.25%
  176    21476    17929    14597    10080   67.01%   55.94%   45.55%   31.45%
  175    21566    18018    14691    10179   67.29%   56.22%   45.84%   31.76%
  174    21666    18150    14817    10270   67.60%   56.63%   46.23%   32.04%
  173    21781    18286    14977    10369   67.96%   57.06%   46.73%   32.35%
  172    21897    18408    15117    10468   68.32%   57.44%   47.17%   32.66%
  171    22023    18534    15236    10567   68.72%   57.83%   47.54%   32.97%
  170    22105    18640    15332    10659   68.97%   58.16%   47.84%   33.26%
  169    22201    18755    15444    10754   69.27%   58.52%   48.19%   33.55%
  168    22286    18842    15532    10852   69.54%   58.79%   48.46%   33.86%
  167    22402    18938    15631    10926   69.90%   59.09%   48.77%   34.09%
  166    22502    19054    15742    11016   70.21%   59.45%   49.12%   34.37%
  165    22614    19179    15872    11112   70.56%   59.84%   49.52%   34.67%
  164    22740    19283    15985    11202   70.95%   60.17%   49.88%   34.95%
  163    22887    19412    16126    11338   71.41%   60.57%   50.32%   35.38%
  162    23008    19534    16236    11434   71.79%   60.95%   50.66%   35.68%
  161    23102    19665    16392    11529   72.08%   61.36%   51.15%   35.97%
  160    23202    19756    16537    11614   72.40%   61.64%   51.60%   36.24%
  159    23314    19897    16750    11761   72.74%   62.08%   52.26%   36.70%
  158    23454    20051    16917    11922   73.18%   62.56%   52.78%   37.20%
  157    23591    20166    17049    12026   73.61%   62.92%   53.20%   37.52%
  156    23714    20288    17202    12107   73.99%   63.30%   53.67%   37.78%
  155    23848    20423    17373    12267   74.41%   63.72%   54.21%   38.28%
  154    23990    20576    17536    12427   74.85%   64.20%   54.72%   38.78%
  153    24108    20698    17659    12550   75.22%   64.58%   55.10%   39.16%
  152    24221    20814    17747    12654   75.57%   64.94%   55.37%   39.48%
  151    24331    20923    17883    12791   75.92%   65.28%   55.80%   39.91%
  150    24425    21026    18007    12927   76.21%   65.61%   56.19%   40.34%
  149    24550    21158    18138    13027   76.60%   66.02%   56.59%   40.65%
  148    24663    21269    18262    13127   76.95%   66.36%   56.98%   40.96%
  147    24749    21372    18389    13222   77.22%   66.69%   57.38%   41.26%
  146    24860    21490    18500    13374   77.57%   67.05%   57.72%   41.73%
  145    24979    21598    18644    13532   77.94%   67.39%   58.17%   42.22%
  144    25102    21725    18816    13712   78.32%   67.79%   58.71%   42.78%
  143    25234    21877    19008    14083   78.74%   68.26%   59.31%   43.94%
  142    25380    22015    19181    14357   79.19%   68.69%   59.85%   44.80%
  141    25525    22151    19328    14529   79.64%   69.12%   60.31%   45.33%
  140    25650    22298    19472    14644   80.03%   69.57%   60.76%   45.69%
  139    25771    22421    19598    14811   80.41%   69.96%   61.15%   46.21%
  138    25869    22519    19717    14979   80.72%   70.26%   61.52%   46.74%
  137    25969    22611    19826    15080   81.03%   70.55%   61.86%   47.05%
  136    26089    22732    19915    15168   81.40%   70.93%   62.14%   47.33%
  135    26183    22834    20026    15280   81.70%   71.25%   62.49%   47.68%
  134    26260    22907    20109    15386   81.94%   71.47%   62.74%   48.01%
  133    26354    22997    20202    15468   82.23%   71.76%   63.03%   48.26%
  132    26451    23095    20299    15588   82.53%   72.06%   63.34%   48.64%
  131    26553    23219    20423    15691   82.85%   72.45%   63.72%   48.96%
  130    26621    23314    20500    15811   83.06%   72.74%   63.96%   49.33%
  129    26741    23439    20619    15915   83.44%   73.13%   64.34%   49.66%
  128    26828    23539    20705    15983   83.71%   73.45%   64.60%   49.87%
  127    26914    23649    20806    16088   83.98%   73.79%   64.92%   50.20%
  126    27013    23785    20910    16175   84.29%   74.21%   65.24%   50.47%
  125    27105    23918    21000    16257   84.57%   74.63%   65.52%   50.73%
  124    27196    24005    21051    16323   84.86%   74.90%   65.68%   50.93%
  123    27308    24090    21135    16397   85.21%   75.17%   65.95%   51.16%
  122    27389    24179    21215    16485   85.46%   75.44%   66.20%   51.44%
  121    27453    24246    21265    16550   85.66%   75.65%   66.35%   51.64%
  120    27510    24335    21339    16624   85.84%   75.93%   66.58%   51.87%
  119    27585    24419    21405    16716   86.07%   76.19%   66.79%   52.16%
  118    27699    24565    21531    16869   86.43%   76.65%   67.18%   52.64%
  117    27734    24597    21589    16987   86.54%   76.75%   67.36%   53.00%
  116    27856    24746    21744    17201   86.92%   77.21%   67.85%   53.67%
  115    27965    24820    21790    17260   87.26%   77.44%   67.99%   53.86%
  114    28023    24912    21865    17356   87.44%   77.73%   68.22%   54.15%
  113    28114    25021    21984    17462   87.72%   78.07%   68.59%   54.49%
  112    28168    25073    22020    17505   87.89%   78.23%   68.71%   54.62%
  111    28259    25140    22081    17587   88.17%   78.44%   68.90%   54.88%
  110    28355    25221    22129    17647   88.47%   78.70%   69.05%   55.06%
  109    28467    25318    22194    17716   88.82%   79.00%   69.25%   55.28%
  108    28525    25375    22234    17786   89.00%   79.18%   69.38%   55.50%
  107    28670    25467    22307    17870   89.46%   79.46%   69.60%   55.76%
  106    28803    25557    22398    17955   89.87%   79.74%   69.89%   56.02%
  105    28976    25655    22463    18020   90.41%   80.05%   70.09%   56.23%
  104    29172    25793    22566    18119   91.02%   80.48%   70.41%   56.54%
  103    29214    25841    22603    18177   91.15%   80.63%   70.53%   56.72%
  102    29404    26013    22724    18299   91.75%   81.17%   70.90%   57.10%
  101    29461    26101    22797    18395   91.92%   81.44%   71.13%   57.40%
  100    29665    26394    23111    18686   92.56%   82.36%   72.11%   58.30%
   99    29865    26614    23351    18923   93.19%   83.04%   72.86%   59.04%
   98    29932    26707    23447    19011   93.39%   83.33%   73.16%   59.32%
   97    30093    26885    23607    19097   93.90%   83.89%   73.66%   59.59%
   96    30232    27038    23738    19201   94.33%   84.36%   74.07%   59.91%
   95    30285    27123    23812    19293   94.50%   84.63%   74.30%   60.20%
   94    30341    27232    23906    19371   94.67%   84.97%   74.59%   60.44%
   93    30403    27319    23987    19447   94.86%   85.24%   74.84%   60.68%
   92    30529    27449    24109    19538   95.26%   85.65%   75.23%   60.96%
   91    30672    27724    24280    19674   95.70%   86.51%   75.76%   61.39%
   90    30731    27915    24514    19822   95.89%   87.10%   76.49%   61.85%
   89    30800    28223    24951    20194   96.10%   88.06%   77.85%   63.01%
   88    30849    28495    25351    20640   96.26%   88.91%   79.10%   64.40%
   87    30895    28730    25700    21270   96.40%   89.64%   80.19%   66.37%
   86    30930    28812    25807    21412   96.51%   89.90%   80.52%   66.81%
   85    30963    28910    25968    21717   96.61%   90.21%   81.03%   67.76%
   84    30991    28947    26003    21794   96.70%   90.32%   81.14%   68.00%
   83    31015    28995    26067    21877   96.77%   90.47%   81.33%   68.26%
   82    31049    29027    26096    21955   96.88%   90.57%   81.43%   68.50%
   81    31079    29076    26145    22063   96.97%   90.72%   81.58%   68.84%
   80    31115    29169    26269    22169   97.09%   91.01%   81.97%   69.17%
   79    31156    29305    26400    22281   97.21%   91.44%   82.37%   69.52%
   78    31190    29666    26706    22701   97.32%   92.56%   83.33%   70.83%
   77    31244    29867    26983    23207   97.49%   93.19%   84.19%   72.41%
   76    31270    29895    27019    23283   97.57%   93.28%   84.31%   72.65%
   75    31312    29952    27085    23362   97.70%   93.46%   84.51%   72.89%
   74    31371    29985    27135    23457   97.88%   93.56%   84.67%   73.19%
   73    31397    30020    27186    23526   97.97%   93.67%   84.83%   73.41%
   72    31443    30046    27210    23574   98.11%   93.75%   84.90%   73.56%
   71    31484    30080    27246    23642   98.24%   93.86%   85.01%   73.77%
   70    31554    30128    27293    23744   98.46%   94.01%   85.16%   74.09%
   69    31617    30202    27373    23820   98.65%   94.24%   85.41%   74.32%
   68    31663    30296    27513    23949   98.80%   94.53%   85.85%   74.73%
   67    31697    30403    27658    24102   98.90%   94.86%   86.30%   75.20%
   66    31755    30481    27730    24196   99.08%   95.11%   86.52%   75.50%
   65    31774    30561    27922    24441   99.14%   95.36%   87.12%   76.26%
   64    31821    30740    28156    24625   99.29%   95.92%   87.85%   76.84%
   63    31864    30810    28215    24700   99.42%   96.13%   88.04%   77.07%
   62    31898    30872    28276    24788   99.53%   96.33%   88.23%   77.34%
   61    31927    30953    28322    24855   99.62%   96.58%   88.37%   77.55%
   60    31958    31062    28465    25011   99.72%   96.92%   88.82%   78.04%
   59    31975    31151    28528    25076   99.77%   97.20%   89.01%   78.24%
   58    31982    31257    28618    25159   99.79%   97.53%   89.29%   78.50%
   57    31989    31403    28991    25463   99.81%   97.98%   90.46%   79.45%
   56    31994    31475    29078    25557   99.83%   98.21%   90.73%   79.74%
   55    31998    31522    29174    25633   99.84%   98.36%   91.03%   79.98%
   54    32004    31587    29280    25735   99.86%   98.56%   91.36%   80.30%
   53    32010    31652    29480    26030   99.88%   98.76%   91.98%   81.22%
   52    32013    31705    29563    26122   99.89%   98.93%   92.24%   81.51%
   51    32017    31787    29967    26522   99.90%   99.18%   93.50%   82.75%
   50    32022    31832    30118    26674   99.92%   99.32%   93.97%   83.23%
   49    32023    31863    30493    27018   99.92%   99.42%   95.14%   84.30%
   48    32024    31886    30639    27210   99.92%   99.49%   95.60%   84.90%
   47    32028    31904    30723    27336   99.93%   99.55%   95.86%   85.29%
   46    32028    31917    30772    27408   99.93%   99.59%   96.02%   85.52%
   45    32028    31924    30806    27465   99.93%   99.61%   96.12%   85.70%
   44    32031    31932    30822    27500   99.94%   99.63%   96.17%   85.81%
   43    32032    31938    30846    27526   99.95%   99.65%   96.25%   85.89%
   42    32038    31950    30870    27570   99.97%   99.69%   96.32%   86.02%
   41    32039    31963    30942    27681   99.97%   99.73%   96.55%   86.37%
   40    32040    31968    30997    27743   99.97%   99.75%   96.72%   86.56%
   39    32040    31981    31014    27788   99.97%   99.79%   96.77%   86.70%
   38    32041    31985    31029    27820   99.98%   99.80%   96.82%   86.80%
   37    32042    31988    31051    27844   99.98%   99.81%   96.89%   86.88%
   36    32042    31993    31121    28031   99.98%   99.83%   97.10%   87.46%
   35    32042    31998    31145    28052   99.98%   99.84%   97.18%   87.53%
   34    32042    32005    31229    28267   99.98%   99.86%   97.44%   88.20%
   33    32042    32009    31610    28909   99.98%   99.88%   98.63%   90.20%
   32    32043    32015    31791    29502   99.98%   99.89%   99.19%   92.05%
   31    32044    32017    31826    29600   99.98%   99.90%   99.30%   92.36%
   30    32044    32021    31867    29860   99.98%   99.91%   99.43%   93.17%
   29    32044    32027    31894    30508   99.98%   99.93%   99.52%   95.19%
   28    32045    32028    31909    30541   99.99%   99.93%   99.56%   95.29%
   27    32046    32030    31939    30835   99.99%   99.94%   99.66%   96.21%
   26    32049    32034    31955    30879  100.00%   99.95%   99.71%   96.35%
   25    32049    32034    31959    30912  100.00%   99.95%   99.72%   96.45%
   24    32049    32038    31967    30947  100.00%   99.97%   99.74%   96.56%
   23    32049    32039    31986    30966  100.00%   99.97%   99.80%   96.62%
   22    32049    32039    31992    31149  100.00%   99.97%   99.82%   97.19%
   21    32049    32039    32000    31444  100.00%   99.97%   99.85%   98.11%
   20    32049    32041    32007    31559  100.00%   99.98%   99.87%   98.47%
   19    32049    32043    32010    31631  100.00%   99.98%   99.88%   98.70%
   18    32049    32043    32014    31809  100.00%   99.98%   99.89%   99.25%
   17    32049    32044    32019    31850  100.00%   99.98%   99.91%   99.38%
   16    32049    32045    32026    31896  100.00%   99.99%   99.93%   99.52%
   15    32049    32047    32029    31920  100.00%   99.99%   99.94%   99.60%
   14    32049    32047    32031    31924  100.00%   99.99%   99.94%   99.61%
   13    32049    32049    32033    31951  100.00%  100.00%   99.95%   99.69%
   12    32049    32049    32037    31965  100.00%  100.00%   99.96%   99.74%
   11    32049    32049    32038    31971  100.00%  100.00%   99.97%   99.76%
   10    32049    32049    32039    31980  100.00%  100.00%   99.97%   99.78%
    9    32049    32049    32039    31990  100.00%  100.00%   99.97%   99.82%
    8    32049    32049    32039    31997  100.00%  100.00%   99.97%   99.84%
    7    32049    32049    32046    32000  100.00%  100.00%   99.99%   99.85%
    6    32049    32049    32048    32012  100.00%  100.00%  100.00%   99.88%
    5    32049    32049    32048    32027  100.00%  100.00%  100.00%   99.93%
    4    32049    32049    32049    32036  100.00%  100.00%  100.00%   99.96%
    3    32049    32049    32049    32042  100.00%  100.00%  100.00%   99.98%
    2    32049    32049    32049    32049  100.00%  100.00%  100.00%  100.00%
    1    32049    32049    32049    32049  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  301  100.0%    0.8%    0.4%    0.0%
  300  100.0%    1.2%    0.6%    0.1%
  299  100.0%    1.2%    0.6%    0.2%
  298  100.0%    1.2%    0.7%    0.2%
  297  100.0%    1.3%    0.7%    0.2%
  296  100.0%    1.4%    0.8%    0.2%
  295  100.0%    1.4%    0.8%    0.2%
  294  100.0%    1.5%    0.9%    0.2%
  293  100.0%    1.5%    0.9%    0.2%
  292  100.0%    1.6%    1.0%    0.2%
  291  100.0%    1.7%    1.0%    0.3%
  290  100.0%    1.9%    1.1%    0.3%
  289  100.0%    2.0%    1.1%    0.3%
  288  100.0%    2.1%    1.2%    0.3%
  287  100.0%    2.1%    1.3%    0.3%
  286  100.0%    2.2%    1.4%    0.3%
  285  100.0%    2.3%    1.4%    0.3%
  284  100.0%    2.5%    1.6%    0.4%
  283  100.0%    2.6%    1.6%    0.4%
  282  100.0%    2.7%    1.7%    0.5%
  281  100.0%    2.9%    1.9%    0.5%
  280  100.0%    3.0%    2.0%    0.6%
  279  100.0%    3.1%    2.1%    0.6%
  278  100.0%    3.2%    2.2%    0.6%
  277  100.0%    3.4%    2.3%    0.6%
  276  100.0%    3.6%    2.4%    0.7%
  275  100.0%    3.8%    2.5%    0.7%
  274  100.0%    4.0%    2.7%    0.8%
  273  100.0%    4.2%    2.8%    0.8%
  272  100.0%    4.4%    3.0%    0.9%
  271  100.0%    4.6%    3.1%    1.0%
  270  100.0%    4.9%    3.4%    1.1%
  269  100.0%    5.1%    3.6%    1.2%
  268  100.0%    5.4%    3.8%    1.4%
  267  100.0%    5.8%    4.0%    1.5%
  266  100.0%    6.1%    4.2%    1.6%
  265  100.0%    6.5%    4.4%    1.7%
  264  100.0%    6.7%    4.6%    1.8%
  263  100.0%    6.9%    4.7%    1.9%
  262  100.0%    7.2%    4.9%    2.0%
  261  100.0%    7.5%    5.1%    2.1%
  260  100.0%    7.8%    5.2%    2.2%
  259  100.0%    8.0%    5.3%    2.2%
  258  100.0%    8.3%    5.6%    2.4%
  257  100.0%    8.6%    5.8%    2.5%
  256  100.0%    8.8%    6.0%    2.6%
  255  100.0%    9.1%    6.1%    2.7%
  254  100.0%    9.3%    6.3%    2.8%
  253  100.0%    9.5%    6.4%    2.9%
  252  100.0%   10.0%    6.6%    3.1%
  251  100.0%   10.3%    6.8%    3.2%
  250  100.0%   10.6%    7.0%    3.4%
  249  100.0%   11.0%    7.2%    3.5%
  248  100.0%   11.5%    7.5%    3.8%
  247  100.0%   11.9%    7.8%    4.1%
  246  100.0%   12.3%    8.1%    4.4%
  245  100.0%   12.7%    8.3%    4.6%
  244  100.0%   13.3%    8.5%    4.8%
  243  100.0%   13.8%    8.7%    5.0%
  242  100.0%   14.1%    8.9%    5.1%
  241  100.0%   14.4%    9.1%    5.3%
  240  100.0%   15.0%    9.4%    5.5%
  239  100.0%   16.0%    9.8%    6.0%
  238  100.0%   16.4%   10.1%    6.2%
  237  100.0%   17.1%   10.4%    6.5%
  236  100.0%   17.4%   10.6%    6.7%
  235  100.0%   17.9%   10.9%    6.9%
  234  100.0%   18.9%   11.2%    7.3%
  233  100.0%   19.2%   11.4%    7.5%
  232  100.0%   19.6%   11.8%    7.7%
  231  100.0%   19.9%   12.1%    7.9%
  230  100.0%   20.3%   12.3%    8.1%
  229  100.0%   21.1%   12.9%    8.8%
  228  100.0%   21.6%   13.2%    9.1%
  227  100.0%   22.0%   13.5%    9.3%
  226  100.0%   22.3%   13.8%    9.5%
  225  100.0%   22.8%   14.0%    9.8%
  224  100.0%   23.1%   14.4%   10.0%
  223  100.0%   23.6%   14.7%   10.3%
  222  100.0%   24.2%   15.0%   10.6%
  221  100.0%   24.7%   15.3%   10.9%
  220  100.0%   25.0%   15.7%   11.2%
  219  100.0%   25.4%   16.1%   11.5%
  218  100.0%   25.9%   16.4%   11.7%
  217  100.0%   26.2%   16.7%   12.0%
  216  100.0%   26.7%   17.1%   12.4%
  215  100.0%   27.1%   17.4%   12.6%
  214  100.0%   27.5%   17.7%   12.9%
  213  100.0%   28.0%   18.1%   13.2%
  212  100.0%   28.5%   18.5%   13.6%
  211  100.0%   28.9%   18.9%   13.9%
  210  100.0%   29.4%   19.2%   14.3%
  209  100.0%   29.8%   19.5%   14.7%
  208  100.0%   30.3%   19.9%   15.2%
  207  100.0%   30.7%   20.3%   15.6%
  206  100.0%   31.7%   20.8%   16.3%
  205  100.0%   32.4%   21.2%   16.8%
  204  100.0%   33.1%   21.6%   17.3%
  203  100.0%   33.6%   22.0%   17.7%
  202  100.0%   34.2%   22.5%   18.3%
  201  100.0%   34.6%   22.9%   18.6%
  200  100.0%   35.0%   23.3%   19.2%
  199  100.0%   35.5%   23.6%   19.6%
  198  100.0%   36.0%   24.1%   20.1%
  197  100.0%   36.5%   24.4%   20.6%
  196  100.0%   37.6%   25.0%   21.7%
  195  100.0%   38.2%   25.4%   22.2%
  194  100.0%   39.0%   25.9%   23.0%
  193  100.0%   39.5%   26.3%   23.5%
  192  100.0%   39.9%   26.6%   24.0%
  191  100.0%   40.3%   26.9%   24.5%
  190  100.0%   40.7%   27.2%   24.9%
  189  100.0%   41.0%   27.5%   25.4%
  188  100.0%   41.4%   27.8%   26.0%
  187  100.0%   41.8%   28.1%   26.4%
  186  100.0%   42.0%   28.4%   26.7%
  185  100.0%   42.4%   28.7%   27.1%
  184  100.0%   42.8%   29.0%   27.4%
  183  100.0%   43.3%   29.3%   27.7%
  182  100.0%   43.6%   29.5%   27.9%
  181  100.0%   43.9%   29.8%   28.3%
  180  100.0%   44.2%   30.1%   28.6%
  179  100.0%   44.6%   30.4%   29.0%
  178  100.0%   44.9%   30.6%   29.3%
  177  100.0%   45.2%   30.9%   29.6%
  176  100.0%   45.6%   31.3%   29.9%
  175  100.0%   45.9%   31.5%   30.1%
  174  100.0%   46.1%   31.8%   30.5%
  173  100.0%   46.5%   32.1%   30.8%
  172  100.0%   46.9%   32.4%   31.1%
  171  100.0%   47.3%   32.7%   31.4%
  170  100.0%   47.7%   33.0%   31.7%
  169  100.0%   48.1%   33.3%   32.0%
  168  100.0%   48.5%   33.6%   32.3%
  167  100.0%   48.8%   33.9%   32.7%
  166  100.0%   49.1%   34.1%   32.9%
  165  100.0%   49.5%   34.4%   33.2%
  164  100.0%   50.0%   34.7%   33.5%
  163  100.0%   50.4%   34.9%   33.8%
  162  100.0%   51.0%   35.3%   34.3%
  161  100.0%   51.6%   35.7%   34.6%
  160  100.0%   51.9%   36.0%   34.9%
  159  100.0%   52.2%   36.2%   35.2%
  158  100.0%   52.7%   36.7%   35.7%
  157  100.0%   53.1%   37.2%   36.2%
  156  100.0%   53.6%   37.5%   36.5%
  155  100.0%   54.1%   37.8%   36.8%
  154  100.0%   54.5%   38.3%   37.3%
  153  100.0%   55.1%   38.7%   37.8%
  152  100.0%   55.5%   39.1%   38.2%
  151  100.0%   55.9%   39.5%   38.5%
  150  100.0%   56.2%   39.9%   38.9%
  149  100.0%   56.7%   40.3%   39.4%
  148  100.0%   57.3%   40.6%   39.7%
  147  100.0%   57.7%   40.9%   40.1%
  146  100.0%   58.2%   41.2%   40.4%
  145  100.0%   58.9%   41.7%   40.9%
  144  100.0%   59.3%   42.2%   41.4%
  143  100.0%   59.8%   42.7%   41.9%
  142  100.0%   60.9%   43.9%   43.1%
  141  100.0%   61.6%   44.7%   44.0%
  140  100.0%   62.2%   45.3%   44.5%
  139  100.0%   62.8%   45.6%   44.9%
  138  100.0%   63.4%   46.1%   45.4%
  137  100.0%   64.1%   46.7%   46.0%
  136  100.0%   64.5%   46.9%   46.2%
  135  100.0%   64.6%   47.2%   46.5%
  134  100.0%   64.8%   47.6%   46.9%
  133  100.0%   65.1%   47.9%   47.2%
  132  100.0%   65.4%   48.2%   47.5%
  131  100.0%   65.6%   48.5%   47.9%
  130  100.0%   66.4%   48.8%   48.2%
  129  100.0%   66.6%   49.2%   48.6%
  128  100.0%   66.7%   49.5%   49.0%
  127  100.0%   66.7%   49.7%   49.2%
  126  100.0%   66.8%   50.0%   49.6%
  125  100.0%   66.8%   50.3%   49.9%
  124  100.0%   66.9%   50.6%   50.1%
  123  100.0%   67.0%   50.8%   50.3%
  122  100.0%   67.2%   51.0%   50.5%
  121  100.0%   67.7%   51.2%   50.8%
  120  100.0%   68.0%   51.4%   50.9%
  119  100.0%   69.0%   51.5%   51.1%
  118  100.0%   69.3%   51.7%   51.4%
  117  100.0%   69.7%   52.2%   51.8%
  116  100.0%   69.8%   52.4%   52.1%
  115  100.0%   70.1%   53.0%   52.7%
  114  100.0%   70.4%   53.1%   52.8%
  113  100.0%   70.4%   53.3%   53.1%
  112  100.0%   70.5%   53.6%   53.3%
  111  100.0%   70.6%   53.7%   53.5%
  110  100.0%   70.7%   53.9%   53.7%
  109  100.0%   70.9%   54.0%   53.8%
  108  100.0%   71.2%   54.2%   54.0%
  107  100.0%   71.2%   54.3%   54.1%
  106  100.0%   71.3%   54.5%   54.3%
  105  100.0%   71.4%   54.7%   54.6%
  104  100.0%   71.7%   54.9%   54.7%
  103  100.0%   72.2%   55.1%   55.0%
  102  100.0%   72.4%   55.2%   55.1%
  101  100.0%   73.3%   55.5%   55.4%
  100  100.0%   73.8%   55.7%   55.6%
   99  100.0%   74.8%   56.5%   56.4%
   98  100.0%   75.3%   57.2%   57.1%
   97  100.0%   75.4%   57.5%   57.4%
   96  100.0%   75.4%   57.7%   57.6%
   95  100.0%   75.4%   58.0%   58.0%
   94  100.0%   75.5%   58.3%   58.2%
   93  100.0%   75.5%   58.4%   58.4%
   92  100.0%   75.6%   58.6%   58.5%
   91  100.0%   75.7%   58.8%   58.8%
   90  100.0%   76.1%   59.2%   59.1%
   89  100.0%   76.5%   59.5%   59.5%
   88  100.0%   77.6%   60.5%   60.4%
   87  100.0%   79.2%   61.6%   61.6%
   86  100.0%   81.8%   63.1%   63.0%
   85  100.0%   82.5%   63.4%   63.4%
   84  100.0%   83.4%   64.3%   64.2%
   83  100.0%   84.1%   64.4%   64.3%
   82  100.0%   84.3%   64.6%   64.5%
   81  100.0%   84.3%   64.7%   64.7%
   80  100.0%   84.4%   65.1%   65.0%
   79  100.0%   84.4%   65.3%   65.3%
   78  100.0%   84.4%   65.5%   65.5%
   77  100.0%   88.2%   66.4%   66.3%
   76  100.0%   91.8%   67.4%   67.4%
   75  100.0%   92.2%   67.6%   67.5%
   74  100.0%   92.5%   67.7%   67.6%
   73  100.0%   92.8%   67.8%   67.8%
   72  100.0%   92.9%   67.9%   67.9%
   71  100.0%   92.9%   68.0%   67.9%
   70  100.0%   92.9%   68.1%   68.1%
   69  100.0%   93.0%   68.5%   68.5%
   68  100.0%   93.0%   68.7%   68.6%
   67  100.0%   93.1%   68.9%   68.8%
